V1,V2,Gene1,Gene2
P19634,P46934,SLC9A1,NEDD4
Q14011,Q99567,CIRBP,NUP88
P62714,Q00005,PPP2CB,PPP2R2B
O15354,P25685,GPR37,DNAJB1
O60260,P25685,PRKN,DNAJB1
Q6ZNE5,Q99570,ATG14,PIK3R4
Q9Y2K1,Q9Y4B5,ZBTB1,MTCL1
Q14527,Q93009,HLTF,USP7
Q96L34,Q9Y4B5,MARK4,MTCL1
Q53G92,Q9Y4B5,TUBB3,MTCL1
Q96C92,Q9BXS5,SDCCAG3,AP1M1
Q96C92,Q9UHQ7,SDCCAG3,TCEAL9
O00429,Q6NYC1,DNM1L,JMJD6
Q13158,Q7Z434,FADD,MAVS
B3KWV4,Q96C92,CHD3,SDCCAG3
P55854,Q96C92,SUMO3,SDCCAG3
Q14204,Q8WXB1,DYNC1H1,METTL21A
Q14151,Q9H492,SAFB2,MAP1LC3A
P17948,P46934,FLT1,NEDD4
P15927,Q13151,RPA2,HNRNPA0
O75376,Q14151,NCOR1,SAFB2
Q14151,Q9NS56,SAFB2,TOPORS
F5GXF0,P28749,NR4A1,RBL1
G5E962,P28749,MAGEA11,RBL1
A0A024RDV3,P28749,RB1,RBL1
C6EMX8,P28749,MCM7,RBL1
P28749,Q01094,RBL1,E2F1
P28749,P78396,RBL1,CCNA1
P28749,Q13107,RBL1,USP4
O00716,P28749,E2F3,RBL1
P28749,Q7Z3G2,RBL1,DKFZp686L18142
B2R4R0,Q6NYC1,HIST1H4L,JMJD6
P06748,P46821,NPM1,MAP1B
O00159,P29353,MYO1C,SHC1
P17948,P29353,FLT1,SHC1
B7Z2P9,P51787,NEDD4L,KCNQ1
Q9NQC3,Q9NUX5,RTN4,POT1
B2R491,P23258,RPS4X,TUBG1
Q7Z434,Q9BQ95,MAVS,ECSIT
P21580,Q9C035,TNFAIP3,TRIM5
Q13641,Q5SSJ5,TPBG,HP1BP3
D3DPA4,O43541,ACVR1,SMAD6
Q96CS7,Q9NSB4,PLEKHB2,KRT82
B4DJ51,Q13023,CALM1,AKAP6
Q13023,Q99459,AKAP6,CDC5L
C4P096,Q13023,DISC1,AKAP6
P20930,P23258,FLG,TUBG1
Q00005,Q9ULJ3,PPP2R2B,ZBTB21
O00268,P35712,TAF4,SOX6
P19634,Q9UK32,SLC9A1,RPS6KA6
Q8WVM8,Q96AG3,SCFD1,SLC25A46
Q6IAA8,Q96AG3,LAMTOR1,SLC25A46
O15247,P0DI81,CLIC2,TRAPPC2
P61077,Q9C035,UBE2D3,TRIM5
Q6NYC1,Q86U06,JMJD6,RBM23
O00264,P11441,PGRMC1,UBL4A
P11441,P13674,UBL4A,P4HA1
O00264,Q15005,PGRMC1,SPCS2
A0A024R730,Q13023,CFTR,AKAP6
Q6NYC1,Q96NE9,JMJD6,FRMD6
P04637,Q6NZ67,TP53,MZT2B
P27815,Q13023,PDE4A,AKAP6
A0MNP2,O43172,WDR57,PRPF4
O43172,Q9UMS4,PRPF4,PRPF19
A0A024R1K8,Q14204,SF3A1,DYNC1H1
A0A024R2P0,Q13151,RPSA,HNRNPA0
P12931,Q7Z434,SRC,MAVS
Q14204,Q9HCC0,DYNC1H1,MCCC2
O95229,Q9C035,ZWINT,TRIM5
Q02952,Q60FE5,AKAP12,FLNA
P28749,P29375,RBL1,KDM5A
Q02952,Q13642,AKAP12,FHL1
O43541,Q13873,SMAD6,BMPR2
P50570,P57060,DNM2,RWDD2B
O00468,P23258,AGRN,TUBG1
Q7Z434,Q9UKV5,MAVS,AMFR
O43541,Q9NP55,SMAD6,BPIFA1
O95831,Q9UKV5,AIFM1,AMFR
Q3LXA3,Q9BWD1,TKFC,ACAT2
O15247,P46934,CLIC2,NEDD4
P46934,P51787,NEDD4,KCNQ1
P23258,P62241,TUBG1,RPS8
A0A024R089,O00268,TAF13,TAF4
P46821,Q9H492,MAP1B,MAP1LC3A
Q12857,Q5SSJ5,NFIA,HP1BP3
O43657,Q7Z434,TSPAN6,MAVS
Q59FK4,Q7Z434,ABL1,MAVS
Q7Z434,Q9UL19,MAVS,RARRES3
Q13601,Q7Z434,KRR1,MAVS
O00463,Q7Z434,TRAF5,MAVS
E2GIM6,Q7Z434,IRF3,MAVS
Q29RF7,Q7Z434,PDS5A,MAVS
A0A024R763,Q7Z434,IRF5,MAVS
Q14139,Q7Z434,UBE4A,MAVS
O43353,Q7Z434,RIPK2,MAVS
A0A024R718,P08133,PBEF1,ANXA6
Q6NYC1,Q9H0G5,JMJD6,NSRP1
Q00005,Q9Y4B5,PPP2R2B,MTCL1
Q7KZI7,Q9Y4B5,MARK2,MTCL1
Q15022,Q5SSJ5,SUZ12,HP1BP3
Q14204,Q15022,DYNC1H1,SUZ12
P55854,Q14204,SUMO3,DYNC1H1
P55854,Q5SSJ5,SUMO3,HP1BP3
P55854,Q14527,SUMO3,HLTF
O00159,Q15022,MYO1C,SUZ12
P28749,P55854,RBL1,SUMO3
Q14204,Q9UPT8,DYNC1H1,ZC3H4
Q00005,Q6NZY4,PPP2R2B,ZCCHC8
O43172,P49407,PRPF4,ARRB1
P17948,Q96SB4,FLT1,SRPK1
A0A024R7W9,Q14011,COPS5,CIRBP
A0A024R7W9,Q14204,COPS5,DYNC1H1
A0A024R7W9,Q13151,COPS5,HNRNPA0
A0A024R7W9,Q8N4N3,COPS5,KLHL36
A0A024R7W9,P82650,COPS5,MRPS22
A0A024R7W9,O00264,COPS5,PGRMC1
A0A024R7W9,P31040,COPS5,SDHA
A0A024R7W9,Q7Z2W4,COPS5,ZC3HAV1
P08133,P17174,ANXA6,GOT1
A0A024R8J2,O95379,PTP4A1,TNFAIP8
Q96C92,Q9BV73,SDCCAG3,CEP250
P05067,Q96C92,APP,SDCCAG3
A0A024R4Q5,Q96C92,TFPT,SDCCAG3
O15162,P28749,PLSCR1,RBL1
Q00005,Q5VY09,PPP2R2B,IER5
P28749,Q08999,RBL1,RBL2
P36543,Q9UHA4,ATP6V1E1,LAMTOR3
A0A024R6Z0,Q14204,DYNC1LI2,DYNC1H1
P23258,P83731,TUBG1,RPL24
P05067,P57060,APP,RWDD2B
Q5SSJ5,Q99728,HP1BP3,BARD1
O00295,Q99728,TULP2,BARD1
P50222,Q5SSJ5,MEOX2,HP1BP3
P46821,Q13188,MAP1B,STK3
A0A087X2D5,Q9P015,MRPL45,MRPL15
P28749,Q00534,RBL1,CDK6
P09936,Q00534,UCHL1,CDK6
P13674,Q16637,P4HA1,SMN1; SMN2
P09936,Q16637,UCHL1,SMN1; SMN2
P05067,Q96G21,APP,IMP4
A0A024R3Z2,Q96G21,SUMO1,IMP4
P62330,Q14204,ARF6,DYNC1H1
A0A024RDY7,O95379,MED4,TNFAIP8
Q96CD2,Q96HA8,PPCDC,WDYHV1
Q15323,Q96CS7,KRT31,PLEKHB2
Q15646,Q6UXD5,OASL,SEZ6L2
P55212,P98170,CASP6,XIAP
Q13362,Q6NYC1,PPP2R5C,JMJD6
P13196,Q8WTR2,ALAS1,DUSP19
P32320,Q96HA8,CDA,WDYHV1
O00442,Q7Z2W4,RTCA,ZC3HAV1
P49459,Q14527,UBE2A,HLTF
P57060,Q29RX4,RWDD2B,EPB41
P13674,Q969S8,P4HA1,HDAC10
P13674,Q9NZC7,P4HA1,WWOX
Q9C030,Q9C035,TRIM6,TRIM5
P78386,Q96CS7,KRT85,PLEKHB2
P46821,Q9NS23,MAP1B,RASSF1
O00410,O95379,IPO5,TNFAIP8
P04183,Q6UXD5,TK1,SEZ6L2
O43172,Q9NQX3,PRPF4,GPHN
Q00005,Q8WVK7,PPP2R2B,SKA2
O15379,P28749,HDAC3,RBL1
P14373,P17542,TRIM27,TAL1
P82650,P82663,MRPS22,MRPS25
Q14204,Q5VZV1,DYNC1H1,METTL21C
P34931,Q5VZV1,HSPA1L,METTL21C
A0A024RD16,Q14011,SRF,CIRBP
Q6NZ67,Q96CW5,MZT2B,TUBGCP3
P28749,Q02818,RBL1,NUCB1
O00159,Q07666,MYO1C,KHDRBS1
O43172,O94906,PRPF4,PRPF6
P82650,P82673,MRPS22,MRPS35
A0A024R892,P31040,LRRC8A,SDHA
P36543,Q8IWZ8,ATP6V1E1,SUGP1
O43172,P48431,PRPF4,SOX2
B0QZ35,Q14204,SIRT1,DYNC1H1
Q14204,Q9UKE5,DYNC1H1,TNIK
A0A024R7U9,P36543,ATP6V1H,ATP6V1E1
P62993,Q14204,GRB2,DYNC1H1
A0A024R0G8,Q9NQC3,SIRT2,RTN4
A8K5I0,P23258,HSPA1B,TUBG1
Q9H0M0,Q9NQC3,WWP1,RTN4
O43541,Q9H0M0,SMAD6,WWP1
P09936,P19438,UCHL1,TNFRSF1A
P54577,Q14204,YARS,DYNC1H1
P09661,Q14204,SNRPA1,DYNC1H1
O94992,Q14204,HEXIM1,DYNC1H1
Q14232,Q96HA8,EIF2B1,WDYHV1
Q6NYC1,Q9GZZ1,JMJD6,NAA50
Q14204,Q96RQ3,DYNC1H1,MCCC1
P36776,Q14204,LONP1,DYNC1H1
P14866,Q14204,HNRNPL,DYNC1H1
Q14204,Q14315,DYNC1H1,FLNC
O43541,Q9C0C9,SMAD6,UBE2O
P23258,Q7KZ85,TUBG1,SUPT6H
O00159,O76071,MYO1C,CIAO1
P35998,Q9C035,PSMC2,TRIM5
A0A024R475,Q9UIB8,CUL3,CD84
O60880,Q9UIB8,SH2D1A,CD84
P23258,Q6XZF7,TUBG1,DNMBP
P07900,Q14204,HSP90AA1,DYNC1H1
P23258,Q9Y2I6,TUBG1,NINL
A0A024QZ26,Q14204,HDAC6,DYNC1H1
P17612,P51787,PRKACA,KCNQ1
Q5VT66,Q96AG3,MARCH1,SLC25A46
A4D105,Q14527,RPA3,HLTF
A4D105,Q9NQC3,RPA3,RTN4
A0A024RB38,Q6NYC1,STAC3,JMJD6
E9KL44,P23258,HADHA,TUBG1
B4DTX6,Q6NYC1,RANBP6,JMJD6
Q14527,Q9BWH6,HLTF,RPAP1
Q8N5N7,Q9P015,MRPL50,MRPL15
Q6NYC1,Q9UBQ0,JMJD6,VPS29
P63279,Q6NYC1,UBE2I,JMJD6
A0A024RCQ4,Q7Z434,RNF5,MAVS
A0A024RB77,P49591,CDK2,SARS
O43172,Q01081,PRPF4,U2AF1
Q01081,Q6NYC1,U2AF1,JMJD6
O00268,Q5VWG9,TAF4,TAF3
Q14011,Q92945,CIRBP,KHSRP
O95831,Q15843,AIFM1,NEDD8
P82650,Q07021,MRPS22,C1QBP
Q14204,Q8NC51,DYNC1H1,SERBP1
Q86XP3,Q9NRC8,DDX42,SIRT7
P05067,Q86XP3,APP,DDX42
Q86XP3,Q9Y3U8,DDX42,RPL36
Q86XP3,Q9Y314,DDX42,NOSIP
P60896,Q86XP3,SEM1,DDX42
Q14204,Q96FU2,DYNC1H1,BICD2
P61956,Q14204,SUMO2,DYNC1H1
P08133,Q9H0W5,ANXA6,CCDC8
Q13151,Q9H0W5,HNRNPA0,CCDC8
Q14204,Q96T51,DYNC1H1,RUFY1
P46821,Q9H0W5,MAP1B,CCDC8
E9PJK2,Q86XP3,EED,DDX42
O94762,Q86XP3,RECQL5,DDX42
Q7Z497,Q86XP3,SF3B1,DDX42
P49591,Q8WX93,SARS,PALLD
P0CG48,Q86XP3,UBC,DDX42
O00159,Q9NR30,MYO1C,DDX21
O43172,P49759,PRPF4,CLK1
P45974,Q9C035,USP5,TRIM5
O95379,P62258,TNFAIP8,YWHAE
Q15038,Q9NRM6,DAZAP2,IL17RB
A0A024R0V4,Q9BWD1,VASP,ACAT2
O43734,Q9NRM6,TRAF3IP2,IL17RB
Q9NRM6,Q9UHF5,IL17RB,IL17B
Q9H293,Q9NRM6,IL25,IL17RB
A0A024RB77,Q14204,CDK2,DYNC1H1
O14654,P13674,IRS4,P4HA1
P28749,Q96GY3,RBL1,LIN37
P05067,Q5SSJ5,APP,HP1BP3
B4DZT3,Q5SSJ5,LMNB1,HP1BP3
Q5SSJ5,Q9Y5H9,HP1BP3,PCDHA2
Q5BKZ1,Q5SSJ5,ZNF326,HP1BP3
Q16891,Q5SSJ5,IMMT,HP1BP3
Q16629,Q5SSJ5,SRSF7,HP1BP3
P07900,Q5SSJ5,HSP90AA1,HP1BP3
A0A024R3Z2,Q5SSJ5,SUMO1,HP1BP3
P35226,Q5SSJ5,BMI1,HP1BP3
A0A024RDY4,P28749,TFDP1,RBL1
O43172,Q9NQP4,PRPF4,PFDN4
O00268,P00533,TAF4,EGFR
P61956,Q5SSJ5,SUMO2,HP1BP3
A0A024RA96,P09936,PLA2G2A,UCHL1
P49591,Q99614,SARS,TTC1
P29083,P49591,GTF2E1,SARS
O95352,P49591,ATG7,SARS
P49591,Q9Y294,SARS,ASF1A
A0A024R3P9,P49591,ACBD3,SARS
P49591,Q15029,SARS,EFTUD2
P49591,P52655,SARS,GTF2A1
P49591,Q9Y5X3,SARS,SNX5
P49591,Q9HAV4,SARS,XPO5
P49591,Q9BTW9,SARS,TBCD
A0A024QZT2,Q6ZNE5,EXOC2,ATG14
Q13642,Q14765,FHL1,STAT4
O75886,Q96CS7,STAM2,PLEKHB2
P08133,P23297,ANXA6,S100A1
A0A024R9Y6,P13196,GNL3L,ALAS1
P82650,Q7LCB3,MRPS22,ESR2
O43172,Q9Y333,PRPF4,LSM2
A0A024R475,P82650,CUL3,MRPS22
A0A024QZS4,P36543,PPIF,ATP6V1E1
P82650,Q9BYN8,MRPS22,MRPS26
P11441,P82650,UBL4A,MRPS22
O60260,P82650,PRKN,MRPS22
A0A024R713,O95379,DLD,TNFAIP8
A0A024RD99,P82650,GRSF1,MRPS22
P04637,P82650,TP53,MRPS22
P82650,Q9BV73,MRPS22,CEP250
A0A024R9P0,P82650,CEP27,MRPS22
P55854,P82650,SUMO3,MRPS22
P82650,Q99496,MRPS22,RNF2
P82650,Q9UBC1,MRPS22,NFKBIL1
Q15038,Q96CS7,DAZAP2,PLEKHB2
P05161,Q7Z2W4,ISG15,ZC3HAV1
P05067,Q7Z2W4,APP,ZC3HAV1
P15151,Q7Z2W4,PVR,ZC3HAV1
Q15843,Q7Z2W4,NEDD8,ZC3HAV1
Q00005,Q7Z2W4,PPP2R2B,ZC3HAV1
P51858,Q7Z2W4,HDGF,ZC3HAV1
Q7L8S5,Q9C035,OTUD6A,TRIM5
Q9BYD2,Q9P015,MRPL9,MRPL15
O94826,P31040,TOMM70,SDHA
E5KNL5,O95831,ENDOG,AIFM1
B2R6F3,P36543,SFRS3,ATP6V1E1
P17948,P22681,FLT1,CBL
A0A024R0G8,P49591,SIRT2,SARS
O00159,P22681,MYO1C,CBL
O43181,Q9P015,NDUFS4,MRPL15
O75380,P31040,NDUFS6,SDHA
O00264,P08684,PGRMC1,CYP3A4
N0E4C7,Q14204,CSNK2B,DYNC1H1
P43351,P63096,RAD52,GNAI1
A0A024RD37,Q9Y5Y7,VEGF,LYVE1
P23258,Q9H4B7,TUBG1,TUBB1
Q14204,Q9GZM8,DYNC1H1,NDEL1
A0A024R8H5,Q7Z434,TRAF2,MAVS
O43172,O43290,PRPF4,SART1
O43172,Q9BTD8,PRPF4,RBM42
P34931,Q9Y230,HSPA1L,RUVBL2
Q8N653,Q9C035,LZTR1,TRIM5
Q6NYC1,Q9NP64,JMJD6,ZCCHC17
O00116,O75381,AGPS,PEX14
O75381,Q8NBU5,PEX14,ATAD1
Q6NYC1,Q9NVM9,JMJD6,INTS13
A5YKK6,O75381,CNOT1,PEX14
O75381,Q8WVX9,PEX14,FAR1
E7EWE5,O75381,HSD17B4,PEX14
A0A024R068,O75381,PEX10,PEX14
O75381,P56589,PEX14,PEX3
O75381,P78371,PEX14,CCT2
O75381,P48643,PEX14,CCT5
O75381,P40227,PEX14,CCT6A
O75381,P50570,PEX14,DNM2
O75381,Q14204,PEX14,DYNC1H1
O75381,Q13409,PEX14,DYNC1I2
O75381,Q13576,PEX14,IQGAP2
O75381,P52732,PEX14,KIF11
O75381,Q3ZCM7,PEX14,TUBB8
E7EQR6,O75381,TCP1,PEX14
O75381,Q9BVA1,PEX14,TUBB2B
O75381,Q9NRH3,PEX14,TUBG2
O75381,P07437,PEX14,TUBB
O14975,O75381,SLC27A2,PEX14
O75582,Q9NRM6,RPS6KA5,IL17RB
O95831,P05161,AIFM1,ISG15
O75381,P0CG48,PEX14,UBC
Q09470,Q9NQC3,KCNA1,RTN4
Q8IYB5,Q9HAW0,SMAP1,BRF2
J3KPF3,Q9HAW0,SLC3A2,BRF2
Q7Z497,Q9HAW0,SF3B1,BRF2
O00154,O95379,ACOT7,TNFAIP8
O95379,P00966,TNFAIP8,ASS1
O95379,Q9NT62,TNFAIP8,ATG3
P43351,P60709,RAD52,ACTB
P23258,P60709,TUBG1,ACTB
P0CG47,Q9C035,UBB,TRIM5
Q4G0J3,Q6NYC1,LARP7,JMJD6
Q14204,Q9NP97,DYNC1H1,DYNLRB1
P12035,Q5SSJ5,KRT3,HP1BP3
B7Z2P9,O15247,NEDD4L,CLIC2
P0CG48,P49591,UBC,SARS
O15212,O43172,PFDN6,PRPF4
P28749,Q06190,RBL1,PPP2R3A
O43815,Q14204,STRN,DYNC1H1
O95831,P35228,AIFM1,NOS2
P55212,Q14139,CASP6,UBE4A
A0A024R2Q3,P09936,CTNNB1,UCHL1
A0A024RDM4,Q9P015,MRP63,MRPL15
J3QSY4,Q6NYC1,NHP2,JMJD6
Q13151,Q99801,HNRNPA0,NKX3-1
O00159,Q96EY1,MYO1C,DNAJA3
O00159,P04637,MYO1C,TP53
O95831,P00533,AIFM1,EGFR
O00159,P00533,MYO1C,EGFR
A0A024R4E2,Q13151,TARDBP,HNRNPA0
A0A024R4E2,P82650,TARDBP,MRPS22
O43172,P83876,PRPF4,TXNL4A
P28749,Q14209,RBL1,E2F2
P28749,Q9NY61,RBL1,AATF
P28749,Q14188,RBL1,TFDP2
P21675,P28749,TAF1,RBL1
P28749,P61956,RBL1,SUMO2
E2GIM6,P28749,IRF3,RBL1
A0A024R2T6,P28749,DHX30,RBL1
P28749,Q5TKA1,RBL1,LIN9
P05161,Q86XP3,ISG15,DDX42
P55854,Q86XP3,SUMO3,DDX42
Q59GL1,Q86XP3,SYNCRIP,DDX42
A0PJF8,Q86XP3,RPS6KA4,DDX42
Q86XP3,Q9Y237,DDX42,PIN4
Q86XP3,Q9BVI0,DDX42,PHF20
P23352,Q86XP3,ANOS1,DDX42
P07814,Q86XP3,EPRS,DDX42
P02545,Q86XP3,LMNA,DDX42
A0A024R3Z2,Q86XP3,SUMO1,DDX42
P23258,Q9H0W5,TUBG1,CCDC8
Q13344,Q86XP3,FUS,DDX42
O95831,Q9H0W5,AIFM1,CCDC8
Q14204,Q9H0W5,DYNC1H1,CCDC8
O43541,P51784,SMAD6,USP11
O00264,Q9H0W5,PGRMC1,CCDC8
A0A024R4W4,P17542,BRD1,TAL1
P15976,P17542,GATA1,TAL1
Q86XP3,Q9Y230,DDX42,RUVBL2
Q7L2J0,Q86XP3,MEPCE,DDX42
A0A024R625,Q00005,PPP4C,PPP2R2B
B7ZKQ2,P20160,CLEC4G,AZU1
P46821,Q9BXM7,MAP1B,PINK1
Q13501,Q96IZ0,SQSTM1,PAWR
P14416,Q96IZ0,DRD2,PAWR
Q6PI78,Q9NQC3,TMEM65,RTN4
Q504Q3,Q96IZ0,PAN2,PAWR
P13866,Q96IZ0,SLC5A1,PAWR
O15357,P34931,INPPL1,HSPA1L
Q6NYC1,Q96IZ0,JMJD6,PAWR
A0A024R2U9,Q96IZ0,APEH,PAWR
Q96IZ0,Q96TA1,PAWR,FAM129B
Q86VP6,Q96IZ0,CAND1,PAWR
P21283,Q96IZ0,ATP6V1C1,PAWR
O15357,P05166,INPPL1,PCCB
P82650,Q9H061,MRPS22,TMEM126A
P34896,Q96IZ0,SHMT1,PAWR
A0A024RB99,Q96IZ0,SHMT2,PAWR
Q96IZ0,Q9UBQ0,PAWR,VPS29
O60749,Q96IZ0,SNX2,PAWR
P0C2W1,Q96IZ0,FBXO45,PAWR
E9PJK2,Q96IZ0,EED,PAWR
P48431,P82650,SOX2,MRPS22
O00264,Q8NBP7,PGRMC1,PCSK9
O43172,O43447,PRPF4,PPIH
P61956,P82650,SUMO2,MRPS22
P51858,P82650,HDGF,MRPS22
P0CG48,Q96IZ0,UBC,PAWR
O00264,P27824,PGRMC1,CANX
P08047,P28749,SP1,RBL1
O95379,P41236,TNFAIP8,PPP1R2
A0A024R475,Q5SSJ5,CUL3,HP1BP3
Q5SSJ5,Q93034,HP1BP3,CUL5
A0A024RBH7,Q5SSJ5,TMPO,HP1BP3
P62847,Q5SSJ5,RPS24,HP1BP3
P18583,Q5SSJ5,SON,HP1BP3
Q5SSJ5,Q9BVJ6,HP1BP3,UTP14A
A2RUM7,Q5SSJ5,RPL5,HP1BP3
P46087,Q5SSJ5,NOP2,HP1BP3
Q5SSJ5,Q96PK6,HP1BP3,RBM14
P02545,Q5SSJ5,LMNA,HP1BP3
P23258,Q13162,TUBG1,PRDX4
Q5SSJ5,Q9BVS4,HP1BP3,RIOK2
E9PJK2,Q5SSJ5,EED,HP1BP3
Q5SSJ5,Q99496,HP1BP3,RNF2
O95831,P35226,AIFM1,BMI1
P51858,Q5SSJ5,HDGF,HP1BP3
P34931,P82909,HSPA1L,MRPS36
O00159,Q9UIG0,MYO1C,BAZ1B
P06702,Q00005,S100A9,PPP2R2B
O95486,Q6NYC1,SEC24A,JMJD6
P28749,Q6NUQ1,RBL1,RINT1
A0A024R4M0,P23258,RPS9,TUBG1
Q6NYC1,Q9HAZ1,JMJD6,CLK4
O95831,Q9BUV8,AIFM1,C20orf24
P08047,Q14527,SP1,HLTF
O00159,P08047,MYO1C,SP1
P08047,P55212,SP1,CASP6
O94826,Q7Z434,TOMM70,MAVS
A0A024RDV3,P55212,RB1,CASP6
A0A024R0Z3,O43172,DDX23,PRPF4
A0A024R475,P46821,CUL3,MAP1B
A0A024R730,Q96ER9,CFTR,CCDC51
P46821,Q9C0C7,MAP1B,AMBRA1
Q6NZ67,Q6PJ06,MZT2B,CSNK1A1
A0A024R5Q7,P08133,ADSS,ANXA6
A8K517,P23258,RPS23,TUBG1
O43172,Q15843,PRPF4,NEDD8
A0JLT2,P28360,MED19,MSX1
O43172,Q92917,PRPF4,GPKOW
P32119,P43351,PRDX2,RAD52
P46821,Q504Q3,MAP1B,PAN2
P08047,P28360,SP1,MSX1
O75400,Q6NYC1,PRPF40A,JMJD6
O95831,P29353,AIFM1,SHC1
P34931,Q99757,HSPA1L,TXN2
Q6NYC1,Q9UIA9,JMJD6,XPO7
A0A024R2M7,O95831,OXSR1,AIFM1
P28360,Q07687,MSX1,DLX2
Q14204,Q8WUM0,DYNC1H1,NUP133
O95831,Q16658,AIFM1,FSCN1
O95831,Q504Q3,AIFM1,PAN2
O95831,Q96DB2,AIFM1,HDAC11
P09936,Q71U36,UCHL1,TUBA1A
P23258,Q96L21,TUBG1,RPL10L
O95793,O95831,STAU1,AIFM1
O75381,Q71U36,PEX14,TUBA1A
P43351,Q71U36,RAD52,TUBA1A
P08133,P16104,ANXA6,H2AFX
P49810,Q14204,PSEN2,DYNC1H1
A0A024RB77,P28749,CDK2,RBL1
G3XA84,P17948,PGF,FLT1
O00264,O43567,PGRMC1,RNF13
O43719,Q14204,HTATSF1,DYNC1H1
O43541,P36894,SMAD6,BMPR1A
E5KTA6,Q6UXD5,UNG,SEZ6L2
Q6NYC1,Q96IZ7,JMJD6,RSRC1
P0CG47,P23258,UBB,TUBG1
B2R4R0,P23258,HIST1H4L,TUBG1
A0A024R333,P09936,TMEM113,UCHL1
O95831,Q16762,AIFM1,TST
P02511,P55212,CRYAB,CASP6
A0A024R145,P36543,ALDOB,ATP6V1E1
P17948,P19174,FLT1,PLCG1
P28749,Q08379,RBL1,GOLGA2
P28749,Q13627,RBL1,DYRK1A
P23258,Q02543,TUBG1,RPL18A
P23258,P82930,TUBG1,MRPS34
A0A024RBT2,O15033,DIABLO,AREL1
O43541,Q96J02,SMAD6,ITCH
P17542,Q01196,TAL1,RUNX1
O95817,O95831,BAG3,AIFM1
Q9NRC8,Q9NSE4,SIRT7,IARS2
P31040,P55809,SDHA,OXCT1
O00159,O00422,MYO1C,SAP18
Q9NSE4,Q9UMR5,IARS2,PPT2
O43852,Q9NSE4,CALU,IARS2
P27348,Q9NSE4,YWHAQ,IARS2
Q15843,Q9NSE4,NEDD8,IARS2
A0A024R3Z2,Q9NSE4,SUMO1,IARS2
Q9NSE4,Q9UBD0,IARS2,HSFX2; HSFX1
P55081,Q6NYC1,MFAP1,JMJD6
P0CG48,Q9NSE4,UBC,IARS2
A0A024R880,Q13151,CDK9,HNRNPA0
A0A024R880,P13674,CDK9,P4HA1
O43172,O75554,PRPF4,WBP4
A0A087WW00,O15033,UBE2D1,AREL1
A0A087WW00,Q9C035,UBE2D1,TRIM5
O00159,O60264,MYO1C,SMARCA5
P50991,Q00005,CCT4,PPP2R2B
O95071,P23258,UBR5,TUBG1
P23258,Q6FHY4,TUBG1,NAPG
O95379,Q8NBF2,TNFAIP8,NHLRC2
Q96IZ0,Q9UNH7,PAWR,SNX6
O15355,Q96IZ0,PPM1G,PAWR
P42224,Q96IZ0,STAT1,PAWR
Q00005,Q99832,PPP2R2B,CCT7
P31040,Q02127,SDHA,DHODH
Q9BQ24,Q9NQC3,ZFYVE21,RTN4
O00159,O15205,MYO1C,UBD
O00159,Q504Q3,MYO1C,PAN2
A8K2I7,O00159,GIPC1,MYO1C
G5EA09,O95379,SDCBP,TNFAIP8
P04818,P36543,TYMS,ATP6V1E1
P04818,P18669,TYMS,PGAM1
P13196,Q8TD31,ALAS1,CCHCR1
P13196,Q9H788,ALAS1,SH2D4A
A0A090N7U0,P82251,CUL1,SLC7A9
A0A090N7U0,P82650,CUL1,MRPS22
A0A090N7U0,Q5SSJ5,CUL1,HP1BP3
P27694,Q14527,RPA1,HLTF
P27694,Q13151,RPA1,HNRNPA0
P27694,Q9NQC3,RPA1,RTN4
P13196,P61224,ALAS1,RAP1B
P13196,P61956,ALAS1,SUMO2
Q96FQ6,Q9NQC3,S100A16,RTN4
P28360,Q9UNL4,MSX1,ING4
O95670,P36543,ATP6V1G2,ATP6V1E1
O14503,Q96CS7,BHLHE40,PLEKHB2
Q7Z434,Q9Y6K5,MAVS,OAS3
O94817,P46821,ATG12,MAP1B
A0A024RDV9,Q14204,SPG20,DYNC1H1
A0A024RDV9,O95831,SPG20,AIFM1
P23258,P62280,TUBG1,RPS11
P68363,Q9Y4B5,TUBA1B,MTCL1
P46821,Q9NX47,MAP1B,MARCH5
A0A024R8I7,Q9UGH3,AGPAT2,SLC23A2
Q15046,Q6NYC1,KARS,JMJD6
Q7Z434,Q9NX47,MAVS,MARCH5
P23258,P68366,TUBG1,TUBA4A
O75381,P68371,PEX14,TUBB4B
Q96IZ0,Q9H0W5,PAWR,CCDC8
A0A024R7C5,Q9P015,MRPL4,MRPL15
Q9P015,Q9Y3B7,MRPL15,MRPL11
P52815,Q9P015,MRPL12,MRPL15
Q02218,Q9P015,OGDH,MRPL15
A0A024R3R0,Q9P015,MRPL55,MRPL15
Q8WVM8,Q9P015,SCFD1,MRPL15
P00352,P35228,ALDH1A1,NOS2
P55212,Q7L5N1,CASP6,COPS6
A0A024QZA8,P28749,EPHA2,RBL1
Q13501,Q9C035,SQSTM1,TRIM5
P13612,Q14204,ITGA4,DYNC1H1
P13612,P31040,ITGA4,SDHA
P13612,Q86XP3,ITGA4,DDX42
O95831,P57075,AIFM1,UBASH3A
O43172,Q9BUR4,PRPF4,WRAP53
Q96CS7,Q9Y6I3,PLEKHB2,EPN1
O43395,P23258,PRPF3,TUBG1
Q9GZP9,Q9NQC3,DERL2,RTN4
A0A024R475,O00264,CUL3,PGRMC1
