V1,V2,Gene1,Gene2
Q6ZNE5,Q99496,ATG14,RNF2
A0A024RAG3,Q6ZNE5,RALB,ATG14
Q13151,Q86VP6,HNRNPA0,CAND1
P16403,Q86VP6,HIST1H1C,CAND1
Q7Z2W4,Q86VP6,ZC3HAV1,CAND1
Q13111,Q6ZNE5,CHAF1A,ATG14
P15927,Q9NRW1,RPA2,RAB6B
P31040,Q86VP6,SDHA,CAND1
P15927,Q14527,RPA2,HLTF
P05067,Q9BTT6,APP,LRRC1
O60568,Q14204,PLOD3,DYNC1H1
A3RJH1,Q14204,DDX1,DYNC1H1
B7Z647,Q9BTT6,DLG4,LRRC1
Q8IY92,Q9BTT6,SLX4,LRRC1
O43396,Q8IUF8,TXNL1,RIOX2
Q7Z2W4,Q9H9Z2,ZC3HAV1,LIN28A
Q14527,Q9NTX7,HLTF,RNF146
P49591,P54274,SARS,TERF1
P49591,Q9NUX5,SARS,POT1
P26639,P49591,TARS,SARS
O43716,P49591,GATC,SARS
P21283,P49591,ATP6V1C1,SARS
P49591,Q14247,SARS,CTTN
P49591,Q96G46,SARS,DUS3L
P49591,Q9BQ52,SARS,ELAC2
P42224,P49591,STAT1,SARS
P05412,P49591,JUN,SARS
P01106,P49591,MYC,SARS
Q16531,Q9NQC3,DDB1,RTN4
Q6NYC1,Q8N0S6,JMJD6,CENPL
O76021,Q5SSJ5,RSL1D1,HP1BP3
P41161,Q6UXD5,ETV5,SEZ6L2
O43396,P17980,TXNL1,PSMC3
H6UYS5,P08133,SNCA,ANXA6
P49674,Q96C92,CSNK1E,SDCCAG3
G5EA09,Q96C92,SDCBP,SDCCAG3
P52294,P55060,KPNA1,CSE1L
Q96HP0,Q96II8,DOCK6,LRCH3
A0A024QZM3,P06730,EIF4EBP2,EIF4E
A8MQT7,Q96C92,CD99,SDCCAG3
E9PLD1,Q00169,SCP2,PITPNA
Q14011,Q99567,CIRBP,NUP88
P62714,Q00005,PPP2CB,PPP2R2B
Q6ZNE5,Q99570,ATG14,PIK3R4
Q9Y2K1,Q9Y4B5,ZBTB1,MTCL1
Q14527,Q93009,HLTF,USP7
Q96L34,Q9Y4B5,MARK4,MTCL1
Q53G92,Q9Y4B5,TUBB3,MTCL1
Q96C92,Q9BXS5,SDCCAG3,AP1M1
Q96C92,Q9UHQ7,SDCCAG3,TCEAL9
O00429,Q6NYC1,DNM1L,JMJD6
O43396,P68104,TXNL1,EEF1A1
Q13158,Q7Z434,FADD,MAVS
B3KWV4,Q96C92,CHD3,SDCCAG3
P55854,Q96C92,SUMO3,SDCCAG3
Q14204,Q8WXB1,DYNC1H1,METTL21A
P17948,P46934,FLT1,NEDD4
P15927,Q13151,RPA2,HNRNPA0
P06730,P12955,EIF4E,PEPD
F5GXF0,P28749,NR4A1,RBL1
G5E962,P28749,MAGEA11,RBL1
A0A024RDV3,P28749,RB1,RBL1
C6EMX8,P28749,MCM7,RBL1
P28749,Q01094,RBL1,E2F1
P28749,P78396,RBL1,CCNA1
P28749,Q13107,RBL1,USP4
O00716,P28749,E2F3,RBL1
P28749,Q7Z3G2,RBL1,DKFZp686L18142
B2R4R0,Q6NYC1,HIST1H4L,JMJD6
P06748,P46821,NPM1,MAP1B
Q96FF1,Q96PV7,ATXN1,FAM193B
A0A024R0L5,Q96PV7,GSK3A,FAM193B
Q08379,Q96PV7,GOLGA2,FAM193B
P52294,Q7Z3B4,KPNA1,NUP54
O00159,P29353,MYO1C,SHC1
P17948,P29353,FLT1,SHC1
P56159,Q15628,GFRA1,TRADD
B7Z2P9,P51787,NEDD4L,KCNQ1
P16403,Q96NS5,HIST1H1C,ASB16
Q9UBS8,Q9UJU2,RNF14,LEF1
Q9NQC3,Q9NUX5,RTN4,POT1
Q7Z434,Q9BQ95,MAVS,ECSIT
P21580,Q9UBS8,TNFAIP3,RNF14
P21580,Q9C035,TNFAIP3,TRIM5
Q13641,Q5SSJ5,TPBG,HP1BP3
D3DPA4,O43541,ACVR1,SMAD6
O43678,P35270,NDUFA2,SPR
Q96CS7,Q9NSB4,PLEKHB2,KRT82
Q00005,Q9ULJ3,PPP2R2B,ZBTB21
O00268,P35712,TAF4,SOX6
Q8WVM8,Q96AG3,SCFD1,SLC25A46
Q6IAA8,Q96AG3,LAMTOR1,SLC25A46
P19174,P82979,PLCG1,SARNP
O15247,P0DI81,CLIC2,TRAPPC2
P61077,Q9C035,UBE2D3,TRIM5
A0A0A6YYC3,Q6NYC1,-,JMJD6
Q6NYC1,Q86U06,JMJD6,RBM23
O00264,P11441,PGRMC1,UBL4A
O00264,Q15005,PGRMC1,SPCS2
Q6NYC1,Q96NE9,JMJD6,FRMD6
P04637,Q6NZ67,TP53,MZT2B
A0MNP2,O43172,WDR57,PRPF4
O43172,Q9UMS4,PRPF4,PRPF19
A0A024R1K8,Q14204,SF3A1,DYNC1H1
A0A024R2P0,Q13151,RPSA,HNRNPA0
P12931,Q7Z434,SRC,MAVS
Q14204,Q9HCC0,DYNC1H1,MCCC2
O95229,Q9C035,ZWINT,TRIM5
Q02952,Q60FE5,AKAP12,FLNA
P28749,P29375,RBL1,KDM5A
Q02952,Q13642,AKAP12,FHL1
P61077,Q9UBS8,UBE2D3,RNF14
O43541,Q13873,SMAD6,BMPR2
A0A024R4A0,P16403,NCL,HIST1H1C
Q7Z434,Q9UKV5,MAVS,AMFR
O43541,Q9NP55,SMAD6,BPIFA1
O95831,Q9UKV5,AIFM1,AMFR
P35573,Q3LXA3,AGL,TKFC
Q3LXA3,Q9BWD1,TKFC,ACAT2
O15247,P46934,CLIC2,NEDD4
P46934,P51787,NEDD4,KCNQ1
A0A024R089,O00268,TAF13,TAF4
P46821,Q9H492,MAP1B,MAP1LC3A
Q12857,Q5SSJ5,NFIA,HP1BP3
P05362,P16403,ICAM1,HIST1H1C
O43657,Q7Z434,TSPAN6,MAVS
Q59FK4,Q7Z434,ABL1,MAVS
Q7Z434,Q9UL19,MAVS,RARRES3
Q13601,Q7Z434,KRR1,MAVS
O00463,Q7Z434,TRAF5,MAVS
E2GIM6,Q7Z434,IRF3,MAVS
Q29RF7,Q7Z434,PDS5A,MAVS
A0A024R763,Q7Z434,IRF5,MAVS
Q14139,Q7Z434,UBE4A,MAVS
O43353,Q7Z434,RIPK2,MAVS
O43396,Q9BRA2,TXNL1,TXNDC17
A0A024R718,P08133,PBEF1,ANXA6
Q6NYC1,Q9H0G5,JMJD6,NSRP1
B2RDW1,P68366,HEL112,TUBA4A
Q00005,Q9Y4B5,PPP2R2B,MTCL1
Q7KZI7,Q9Y4B5,MARK2,MTCL1
Q15022,Q5SSJ5,SUZ12,HP1BP3
Q14204,Q15022,DYNC1H1,SUZ12
P55854,Q14204,SUMO3,DYNC1H1
P55854,Q5SSJ5,SUMO3,HP1BP3
P55854,Q14527,SUMO3,HLTF
O00159,Q15022,MYO1C,SUZ12
P28749,P55854,RBL1,SUMO3
P16403,Q15022,HIST1H1C,SUZ12
Q14204,Q9UPT8,DYNC1H1,ZC3H4
Q99956,Q9Y3D0,DUSP9,FAM96B
A0A024RB09,Q00765,RAB5B,REEP5
Q00765,Q8N6T3,REEP5,ARFGAP1
Q00005,Q6NZY4,PPP2R2B,ZCCHC8
O43172,P49407,PRPF4,ARRB1
P17948,Q96SB4,FLT1,SRPK1
P61956,Q00765,SUMO2,REEP5
A0A024R7W9,P35573,COPS5,AGL
A0A024R7W9,Q14011,COPS5,CIRBP
A0A024R7W9,Q14204,COPS5,DYNC1H1
A0A024R7W9,Q13151,COPS5,HNRNPA0
A0A024R7W9,Q8N4N3,COPS5,KLHL36
A0A024R7W9,P82650,COPS5,MRPS22
A0A024R7W9,O00264,COPS5,PGRMC1
A0A024R7W9,P31040,COPS5,SDHA
A0A024R7W9,Q7Z2W4,COPS5,ZC3HAV1
P08133,P17174,ANXA6,GOT1
A0A024R8J2,O95379,PTP4A1,TNFAIP8
Q96C92,Q9BV73,SDCCAG3,CEP250
P05067,Q96C92,APP,SDCCAG3
A0A024R4Q5,Q96C92,TFPT,SDCCAG3
O15162,P28749,PLSCR1,RBL1
Q00005,Q5VY09,PPP2R2B,IER5
P28749,Q08999,RBL1,RBL2
P36543,Q9UHA4,ATP6V1E1,LAMTOR3
A0A024R6Z0,Q14204,DYNC1LI2,DYNC1H1
Q5SSJ5,Q99728,HP1BP3,BARD1
O00295,Q99728,TULP2,BARD1
P50222,Q5SSJ5,MEOX2,HP1BP3
P46821,Q13188,MAP1B,STK3
P06748,P19174,NPM1,PLCG1
P19174,Q9BV86,PLCG1,NTMT1
A0A087X2D5,Q9P015,MRPL45,MRPL15
P28749,Q00534,RBL1,CDK6
P09936,Q00534,UCHL1,CDK6
P09936,Q16637,UCHL1,SMN1
P35270,P51553,SPR,IDH3G
P46527,P52294,CDKN1B,KPNA1
P05067,Q96G21,APP,IMP4
A0A024R3Z2,Q96G21,SUMO1,IMP4
O43396,P54578,TXNL1,USP14
P62330,Q14204,ARF6,DYNC1H1
P19174,Q9GZS3,PLCG1,WDR61
A0A024RDY7,O95379,MED4,TNFAIP8
P20333,Q15628,TNFRSF1B,TRADD
Q96CD2,Q96HA8,PPCDC,WDYHV1
Q15323,Q96CS7,KRT31,PLEKHB2
Q15646,Q6UXD5,OASL,SEZ6L2
P19174,P78314,PLCG1,SH3BP2
P19174,Q59GL1,PLCG1,SYNCRIP
P04085,P19174,PDGFA,PLCG1
P55212,P98170,CASP6,XIAP
Q13362,Q6NYC1,PPP2R5C,JMJD6
P19174,Q16288,PLCG1,NTRK3
P19174,P20273,PLCG1,CD22
P19174,P29376,PLCG1,LTK
P19174,P29323,PLCG1,EPHB2
O15031,P19174,PLXNB2,PLCG1
P13196,Q8WTR2,ALAS1,DUSP19
P32320,Q96HA8,CDA,WDYHV1
O00442,Q7Z2W4,RTCA,ZC3HAV1
P19174,Q8IWE0,PLCG1,CAMK2A
O00442,Q9NR30,RTCA,DDX21
O00442,P46778,RTCA,RPL21
P49459,Q14527,UBE2A,HLTF
Q13404,Q9UBS8,UBE2V1,RNF14
Q9C030,Q9C035,TRIM6,TRIM5
P09651,Q9UBS8,HNRNPA1,RNF14
P19174,Q9UHL4,PLCG1,DPP7
P78386,Q96CS7,KRT85,PLEKHB2
P46821,Q9NS23,MAP1B,RASSF1
O00410,O95379,IPO5,TNFAIP8
P04183,Q6UXD5,TK1,SEZ6L2
O43396,P60896,TXNL1,SEM1
O43172,Q9NQX3,PRPF4,GPHN
Q15628,Q9H2X6,TRADD,HIPK2
Q00005,Q8WVK7,PPP2R2B,SKA2
O15379,P28749,HDAC3,RBL1
P67809,P68366,YBX1,TUBA4A
P06730,P14373,EIF4E,TRIM27
P14373,P17542,TRIM27,TAL1
P82650,P82663,MRPS22,MRPS25
Q14204,Q5VZV1,DYNC1H1,METTL21C
P34931,Q5VZV1,HSPA1L,METTL21C
A0A024RD16,Q14011,SRF,CIRBP
Q6NZ67,Q96CW5,MZT2B,TUBGCP3
P68366,Q53FE4,TUBA4A,C4orf17
P28749,Q02818,RBL1,NUCB1
O00159,Q07666,MYO1C,KHDRBS1
O43172,O94906,PRPF4,PRPF6
P32780,Q00765,GTF2H1,REEP5
P82650,P82673,MRPS22,MRPS35
A0A024R892,P31040,LRRC8A,SDHA
P36543,Q8IWZ8,ATP6V1E1,SUGP1
O43172,P48431,PRPF4,SOX2
B0QZ35,Q14204,SIRT1,DYNC1H1
Q14204,Q9UKE5,DYNC1H1,TNIK
A0A024R7U9,P36543,ATP6V1H,ATP6V1E1
P62993,Q14204,GRB2,DYNC1H1
P52294,P55895,KPNA1,RAG2
A0A024R0G8,Q9NQC3,SIRT2,RTN4
Q13283,Q5SRE5,G3BP1,NUP188
O43396,Q16186,TXNL1,ADRM1
P11216,P19174,PYGB,PLCG1
Q9H0M0,Q9NQC3,WWP1,RTN4
O43541,Q9H0M0,SMAD6,WWP1
Q9BTC8,Q9NP66,MTA3,HMG20A
P09936,P19438,UCHL1,TNFRSF1A
P54577,Q14204,YARS,DYNC1H1
P09661,Q14204,SNRPA1,DYNC1H1
O94992,Q14204,HEXIM1,DYNC1H1
Q14232,Q96HA8,EIF2B1,WDYHV1
Q6NYC1,Q9GZZ1,JMJD6,NAA50
Q14204,Q96RQ3,DYNC1H1,MCCC1
P51116,Q03393,FXR2,PTS
A0A024R9C1,O75815,PABPC1,BCAR3
P36776,Q14204,LONP1,DYNC1H1
P14866,Q14204,HNRNPL,DYNC1H1
Q14204,Q14315,DYNC1H1,FLNC
O43541,Q9C0C9,SMAD6,UBE2O
O00159,O76071,MYO1C,CIAO1
O60516,P06730,EIF4EBP3,EIF4E
P35998,Q9C035,PSMC2,TRIM5
O60341,Q9NP66,KDM1A,HMG20A
A0A024R475,Q9UIB8,CUL3,CD84
O60880,Q9UIB8,SH2D1A,CD84
A0A024R2Q3,P16403,CTNNB1,HIST1H1C
P52294,Q9P2P5,KPNA1,HECW2
P07900,Q14204,HSP90AA1,DYNC1H1
Q969T4,Q9UBS8,UBE2E3,RNF14
A0A024QZ26,Q14204,HDAC6,DYNC1H1
P17612,P51787,PRKACA,KCNQ1
Q5VT66,Q96AG3,MARCH1,SLC25A46
A4D105,Q14527,RPA3,HLTF
A4D105,Q9NQC3,RPA3,RTN4
A0A024RB38,Q6NYC1,STAC3,JMJD6
B4DTX6,Q6NYC1,RANBP6,JMJD6
Q14527,Q9BWH6,HLTF,RPAP1
O43660,P52294,PLRG1,KPNA1
Q8N5N7,Q9P015,MRPL50,MRPL15
Q6NYC1,Q9UBQ0,JMJD6,VPS29
L0E130,P35212,OPRM1,GJA4
P35212,P41143,GJA4,OPRD1
P06730,Q13541,EIF4E,EIF4EBP1
P55347,Q01664,PKNOX1,TFAP4
P63279,Q6NYC1,UBE2I,JMJD6
P0CG48,Q86VI4,UBC,LAPTM4B
Q58DX5,Q86VI4,NAALADL2,LAPTM4B
P46934,Q86VI4,NEDD4,LAPTM4B
F1T0F8,P55347,PAX6,PKNOX1
H0YLB0,P55347,PBX1,PKNOX1
A0A024RCQ4,Q7Z434,RNF5,MAVS
A0A024RB77,P49591,CDK2,SARS
O43172,Q01081,PRPF4,U2AF1
Q9NP66,Q9P2P5,HMG20A,HECW2
Q01081,Q6NYC1,U2AF1,JMJD6
Q13547,Q9NP66,HDAC1,HMG20A
O00268,Q5VWG9,TAF4,TAF3
Q14011,Q92945,CIRBP,KHSRP
O95831,Q15843,AIFM1,NEDD8
P82650,Q07021,MRPS22,C1QBP
Q14204,Q8NC51,DYNC1H1,SERBP1
Q86XP3,Q9NRC8,DDX42,SIRT7
P05067,Q86XP3,APP,DDX42
Q86XP3,Q9Y3U8,DDX42,RPL36
Q86XP3,Q9Y314,DDX42,NOSIP
P60896,Q86XP3,SEM1,DDX42
Q14204,Q96FU2,DYNC1H1,BICD2
P61956,Q14204,SUMO2,DYNC1H1
P08133,Q9H0W5,ANXA6,CCDC8
Q13151,Q9H0W5,HNRNPA0,CCDC8
Q14204,Q96T51,DYNC1H1,RUFY1
P46821,Q9H0W5,MAP1B,CCDC8
Q5SRE5,Q9H0W5,NUP188,CCDC8
E9PJK2,Q86XP3,EED,DDX42
O94762,Q86XP3,RECQL5,DDX42
Q7Z497,Q86XP3,SF3B1,DDX42
P49591,Q8WX93,SARS,PALLD
P0CG48,Q86XP3,UBC,DDX42
O00159,Q9NR30,MYO1C,DDX21
O43172,P49759,PRPF4,CLK1
O43396,P45974,TXNL1,USP5
P45974,Q9C035,USP5,TRIM5
O95379,P62258,TNFAIP8,YWHAE
A0A024R0V4,Q9BWD1,VASP,ACAT2
A0A024RB77,Q14204,CDK2,DYNC1H1
P28749,Q96GY3,RBL1,LIN37
P05067,Q5SSJ5,APP,HP1BP3
B4DZT3,Q5SSJ5,LMNB1,HP1BP3
Q5SSJ5,Q9Y5H9,HP1BP3,PCDHA2
Q5BKZ1,Q5SSJ5,ZNF326,HP1BP3
Q16891,Q5SSJ5,IMMT,HP1BP3
Q16629,Q5SSJ5,SRSF7,HP1BP3
P07900,Q5SSJ5,HSP90AA1,HP1BP3
A0A024R3Z2,Q5SSJ5,SUMO1,HP1BP3
P35226,Q5SSJ5,BMI1,HP1BP3
A0A024RDY4,P28749,TFDP1,RBL1
O43172,Q9NQP4,PRPF4,PFDN4
O00268,P00533,TAF4,EGFR
P61956,Q5SSJ5,SUMO2,HP1BP3
P00533,P49798,EGFR,RGS4
A0A024RA96,P09936,PLA2G2A,UCHL1
P09529,P36896,INHBB,ACVR1B
P49591,Q99614,SARS,TTC1
P29083,P49591,GTF2E1,SARS
O95352,P49591,ATG7,SARS
P49591,Q9Y294,SARS,ASF1A
A0A024R3P9,P49591,ACBD3,SARS
P49591,Q15029,SARS,EFTUD2
P49591,P52655,SARS,GTF2A1
P49591,Q9Y5X3,SARS,SNX5
P49591,Q9HAV4,SARS,XPO5
P49591,Q9BTW9,SARS,TBCD
A0A024QZT2,Q6ZNE5,EXOC2,ATG14
Q13642,Q14765,FHL1,STAT4
Q15628,Q8N726,TRADD,CDKN2A
Q15326,Q15628,ZMYND11,TRADD
A0A024R3E3,Q96MS0,APOA1,ROBO3
P06730,P48775,EIF4E,TDO2
O75886,Q96CS7,STAM2,PLEKHB2
P08138,Q15628,NGFR,TRADD
P08133,P23297,ANXA6,S100A1
A0A024R9Y6,P13196,GNL3L,ALAS1
P82650,Q7LCB3,MRPS22,ESR2
O43172,Q9Y333,PRPF4,LSM2
A0A024R475,P82650,CUL3,MRPS22
P05067,Q8WU10,APP,PYROXD1
O60231,Q8WU10,DHX16,PYROXD1
A0A024QZS4,P36543,PPIF,ATP6V1E1
P82650,Q9BYN8,MRPS22,MRPS26
Q8WU10,Q9Y333,PYROXD1,LSM2
P11441,P82650,UBL4A,MRPS22
O60260,P82650,PRKN,MRPS22
A0A024R713,O95379,DLD,TNFAIP8
A0A024RD99,P82650,GRSF1,MRPS22
P04637,P82650,TP53,MRPS22
P82650,Q9BV73,MRPS22,CEP250
A0A024R9P0,P82650,CEP27,MRPS22
P55854,P82650,SUMO3,MRPS22
P82650,Q99496,MRPS22,RNF2
P82650,Q9UBC1,MRPS22,NFKBIL1
Q15038,Q96CS7,DAZAP2,PLEKHB2
P05161,Q7Z2W4,ISG15,ZC3HAV1
P05067,Q7Z2W4,APP,ZC3HAV1
P15151,Q7Z2W4,PVR,ZC3HAV1
Q15843,Q7Z2W4,NEDD8,ZC3HAV1
Q00005,Q7Z2W4,PPP2R2B,ZC3HAV1
P51858,Q7Z2W4,HDGF,ZC3HAV1
P16403,P40337,HIST1H1C,VHL
Q7L8S5,Q9C035,OTUD6A,TRIM5
Q9BYD2,Q9P015,MRPL9,MRPL15
O94826,P31040,TOMM70,SDHA
E5KNL5,O95831,ENDOG,AIFM1
B2R6F3,P36543,SFRS3,ATP6V1E1
P17948,P22681,FLT1,CBL
A0A024R0G8,P49591,SIRT2,SARS
O00159,P22681,MYO1C,CBL
O43181,Q9P015,NDUFS4,MRPL15
P16403,Q8TEK3,HIST1H1C,DOT1L
O75380,P31040,NDUFS6,SDHA
O43396,P78371,TXNL1,CCT2
O00264,P08684,PGRMC1,CYP3A4
N0E4C7,Q14204,CSNK2B,DYNC1H1
P43351,P63096,RAD52,GNAI1
P49798,P63096,RGS4,GNAI1
A0A024RD37,Q9Y5Y7,VEGF,LYVE1
Q14204,Q9GZM8,DYNC1H1,NDEL1
A0A024R8H5,Q7Z434,TRAF2,MAVS
O43172,O43290,PRPF4,SART1
O43172,Q9BTD8,PRPF4,RBM42
Q15628,Q7Z4F3,TRADD,CAV1
P34931,Q9Y230,HSPA1L,RUVBL2
Q8N653,Q9C035,LZTR1,TRIM5
Q6NYC1,Q9NP64,JMJD6,ZCCHC17
Q6NYC1,Q9NVM9,JMJD6,INTS13
O75381,Q14204,PEX14,DYNC1H1
P06730,P23443,EIF4E,RPS6KB1
O95831,P05161,AIFM1,ISG15
Q09470,Q9NQC3,KCNA1,RTN4
O00154,O95379,ACOT7,TNFAIP8
O95379,P00966,TNFAIP8,ASS1
O95379,Q9NT62,TNFAIP8,ATG3
P43351,P60709,RAD52,ACTB
P0CG47,Q9C035,UBB,TRIM5
Q4G0J3,Q6NYC1,LARP7,JMJD6
Q14204,Q9NP97,DYNC1H1,DYNLRB1
P12035,Q5SSJ5,KRT3,HP1BP3
B7Z2P9,O15247,NEDD4L,CLIC2
P0CG48,P49591,UBC,SARS
O15212,O43172,PFDN6,PRPF4
P28749,Q06190,RBL1,PPP2R3A
P19174,Q9HA84,PLCG1,GAB1
O43815,Q14204,STRN,DYNC1H1
O95831,P35228,AIFM1,NOS2
G5EA09,Q03393,SDCBP,PTS
P55212,Q14139,CASP6,UBE4A
Q03393,Q9HCK5,PTS,AGO4
A0A024R2Q3,Q9UBS8,CTNNB1,RNF14
A0A024R2Q3,P09936,CTNNB1,UCHL1
O43396,P25786,TXNL1,PSMA1
A0A024R2Q3,P98177,CTNNB1,FOXO4
A0A024RDM4,Q9P015,MRP63,MRPL15
J3QSY4,Q6NYC1,NHP2,JMJD6
O00220,Q15628,TNFRSF10A,TRADD
Q13151,Q99801,HNRNPA0,NKX3-1
O00159,Q96EY1,MYO1C,DNAJA3
O00159,P04637,MYO1C,TP53
Q14206,Q15369,RCAN2,ELOC
O95831,P00533,AIFM1,EGFR
O00159,P00533,MYO1C,EGFR
P05067,P55347,APP,PKNOX1
P49639,P55347,HOXA1,PKNOX1
O95249,Q14213,GOSR1,EBI3
P14859,P55347,POU2F1,PKNOX1
A0A024R4E2,Q13151,TARDBP,HNRNPA0
A0A024R4E2,P82650,TARDBP,MRPS22
O43172,P83876,PRPF4,TXNL4A
P28749,Q14209,RBL1,E2F2
P28749,Q9NY61,RBL1,AATF
P28749,Q14188,RBL1,TFDP2
P21675,P28749,TAF1,RBL1
P28749,P61956,RBL1,SUMO2
E2GIM6,P28749,IRF3,RBL1
A0A024R2T6,P28749,DHX30,RBL1
P28749,Q5TKA1,RBL1,LIN9
P05161,Q86XP3,ISG15,DDX42
P55854,Q86XP3,SUMO3,DDX42
Q59GL1,Q86XP3,SYNCRIP,DDX42
A0PJF8,Q86XP3,RPS6KA4,DDX42
Q86XP3,Q9Y237,DDX42,PIN4
Q86XP3,Q9BVI0,DDX42,PHF20
P23352,Q86XP3,ANOS1,DDX42
P07814,Q86XP3,EPRS,DDX42
P02545,Q86XP3,LMNA,DDX42
A0A024R3Z2,Q86XP3,SUMO1,DDX42
Q13344,Q86XP3,FUS,DDX42
O95831,Q9H0W5,AIFM1,CCDC8
Q14204,Q9H0W5,DYNC1H1,CCDC8
O43541,P51784,SMAD6,USP11
O00264,Q9H0W5,PGRMC1,CCDC8
A0A024R4W4,P17542,BRD1,TAL1
P15976,P17542,GATA1,TAL1
Q86XP3,Q9Y230,DDX42,RUVBL2
Q7L2J0,Q86XP3,MEPCE,DDX42
A0A024R625,Q00005,PPP4C,PPP2R2B
B7ZKQ2,P20160,CLEC4G,AZU1
P46821,Q9BXM7,MAP1B,PINK1
Q13501,Q96IZ0,SQSTM1,PAWR
P14416,Q96IZ0,DRD2,PAWR
Q6PI78,Q9NQC3,TMEM65,RTN4
Q504Q3,Q96IZ0,PAN2,PAWR
P13866,Q96IZ0,SLC5A1,PAWR
O15357,P34931,INPPL1,HSPA1L
Q6NYC1,Q96IZ0,JMJD6,PAWR
A0A024R2U9,Q96IZ0,APEH,PAWR
Q96IZ0,Q96TA1,PAWR,FAM129B
Q86VP6,Q96IZ0,CAND1,PAWR
P21283,Q96IZ0,ATP6V1C1,PAWR
P82650,Q9H061,MRPS22,TMEM126A
P34896,Q96IZ0,SHMT1,PAWR
A0A024RB99,Q96IZ0,SHMT2,PAWR
Q96IZ0,Q9UBQ0,PAWR,VPS29
O60749,Q96IZ0,SNX2,PAWR
P0C2W1,Q96IZ0,FBXO45,PAWR
E9PJK2,Q96IZ0,EED,PAWR
P48431,P82650,SOX2,MRPS22
O00264,Q8NBP7,PGRMC1,PCSK9
O43172,O43447,PRPF4,PPIH
P61956,P82650,SUMO2,MRPS22
P51858,P82650,HDGF,MRPS22
P0CG48,Q96IZ0,UBC,PAWR
O00264,P27824,PGRMC1,CANX
P08047,P28749,SP1,RBL1
O95379,P41236,TNFAIP8,PPP1R2
P0CG48,Q13015,UBC,MLLT11
A0A024R475,Q5SSJ5,CUL3,HP1BP3
Q5SSJ5,Q93034,HP1BP3,CUL5
A0A024RBH7,Q5SSJ5,TMPO,HP1BP3
P62847,Q5SSJ5,RPS24,HP1BP3
P18583,Q5SSJ5,SON,HP1BP3
Q5SSJ5,Q9BVJ6,HP1BP3,UTP14A
A2RUM7,Q5SSJ5,RPL5,HP1BP3
P46087,Q5SSJ5,NOP2,HP1BP3
Q5SSJ5,Q96PK6,HP1BP3,RBM14
P02545,Q5SSJ5,LMNA,HP1BP3
Q5SSJ5,Q9BVS4,HP1BP3,RIOK2
E9PJK2,Q5SSJ5,EED,HP1BP3
Q5SSJ5,Q99496,HP1BP3,RNF2
O95831,P35226,AIFM1,BMI1
P10912,P19174,GHR,PLCG1
P51858,Q5SSJ5,HDGF,HP1BP3
A0A024R7G8,O43396,RAD23A,TXNL1
P34931,P82909,HSPA1L,MRPS36
O00159,Q9UIG0,MYO1C,BAZ1B
P06702,Q00005,S100A9,PPP2R2B
O95486,Q6NYC1,SEC24A,JMJD6
P28749,Q6NUQ1,RBL1,RINT1
P19174,Q9UKN8,PLCG1,GTF3C4
B7Z2P9,Q96MS0,NEDD4L,ROBO3
Q6NYC1,Q9HAZ1,JMJD6,CLK4
O95831,Q9BUV8,AIFM1,C20orf24
O15554,P51149,KCNN4,RAB7A
P08047,Q14527,SP1,HLTF
O00159,P08047,MYO1C,SP1
P08047,P55212,SP1,CASP6
O94826,Q15628,TOMM70,TRADD
O94826,Q7Z434,TOMM70,MAVS
A0A024RDV3,P55212,RB1,CASP6
A0A024R0Z3,O43172,DDX23,PRPF4
A0A024R475,P46821,CUL3,MAP1B
A0A024R730,Q96ER9,CFTR,CCDC51
A0A087WX61,P06730,CD83,EIF4E
Q8IUI8,Q96HP0,CRLF3,DOCK6
Q8NF50,Q96HP0,DOCK8,DOCK6
Q96HP0,Q9H8S9,DOCK6,MOB1A
P46821,Q9C0C7,MAP1B,AMBRA1
Q6NZ67,Q6PJ06,MZT2B,CSNK1A1
A0A024R5Q7,P08133,ADSS,ANXA6
Q9H8V3,Q9UBS8,ECT2,RNF14
O43181,Q5SRE5,NDUFS4,NUP188
P06730,Q9NR45,EIF4E,NANS
O43172,Q15843,PRPF4,NEDD8
A0JLT2,P28360,MED19,MSX1
O43172,Q92917,PRPF4,GPKOW
P32119,P43351,PRDX2,RAD52
P46821,Q504Q3,MAP1B,PAN2
P08047,P28360,SP1,MSX1
O75400,Q6NYC1,PRPF40A,JMJD6
O95831,P29353,AIFM1,SHC1
P34931,Q99757,HSPA1L,TXN2
Q6NYC1,Q9UIA9,JMJD6,XPO7
A0A024R2M7,O95831,OXSR1,AIFM1
P28360,Q07687,MSX1,DLX2
Q14204,Q8WUM0,DYNC1H1,NUP133
O95831,Q16658,AIFM1,FSCN1
O95831,Q504Q3,AIFM1,PAN2
O95831,Q96DB2,AIFM1,HDAC11
P09936,Q71U36,UCHL1,TUBA1A
O95793,O95831,STAU1,AIFM1
P43351,Q71U36,RAD52,TUBA1A
P08133,P16104,ANXA6,H2AFX
P49810,Q14204,PSEN2,DYNC1H1
A0A024RB77,P28749,CDK2,RBL1
G3XA84,P17948,PGF,FLT1
A8K6Q8,Q86VI4,TFRC,LAPTM4B
O95071,P52294,UBR5,KPNA1
O15315,O43502,RAD51B,RAD51C
O00264,O43567,PGRMC1,RNF13
O43719,Q14204,HTATSF1,DYNC1H1
O43541,P36894,SMAD6,BMPR1A
Q5SRE5,Q8IY92,NUP188,SLX4
