"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"14545","4.01311337","0.0","0.24918309","0.0","2","6","false","CCNA1","80.0","2","0","1","0.66520963","false","0","CCNA1","0","0.0"
"14548","4.01311337","0.0","0.24918309","0.0","1","6","false","E2F3","80.0","1","0","0","0.66520963","false","0","E2F3","0","0.0"
"14550","4.01311337","0.0","0.24918309","0.0","1","6","false","DKFZp686L18142","80.0","1","0","0","0.66520963","false","0","DKFZp686L18142","0","0.0"
"14552","3.75042301","6.2393E-4","0.26663659","0.0","2","6","false","HIST1H4J","117.5","2","0","0","0.69439744","false","0","HIST1H4J","27716","0.50652174"
"14557","3.93824027","3.9735E-4","0.25392052","0.0","4","6","false","NEDD4L","37.5","4","0","0","0.67352886","false","0","NEDD4L","34462","0.26449275"
"14560","3.82360406","0.0","0.26153336","0.0","1","6","false","RPS4X","171.0","1","0","0","0.68626622","false","0","RPS4X","0","0.0"
"14563","4.12394247","0.0","0.24248641","0.0","1","7","false","DYRK4","44.0","1","0","0","0.65289528","false","0","DYRK4","0","0.0"
"14566","3.9035533","2.7127E-4","0.25617685","0.0","3","6","false","ECSIT","62.0","3","0","1","0.67738297","false","0","ECSIT","14852","0.50413223"
"14568","4.06810491","0.0","0.2458147","0.0","1","7","false","TNFAIP3","45.0","1","0","0","0.65909945","false","0","TNFAIP3","0","0.0"
"14570","4.10871404","0.0","0.24338515","0.0","1","7","false","TPBG","52.0","1","0","0","0.65458733","false","0","TPBG","0","0.0"
"14572","4.07910321","0.0","0.24515192","0.0","1","6","false","ACVR1","51.0","1","0","0","0.65787742","false","0","ACVR1","0","0.0"
"14574","4.12225042","0.0","0.24258594","0.0","1","7","false","KRT82","13.0","1","0","0","0.65308329","false","0","KRT82","0","0.0"
"14576","3.87901861","0.00494761","0.25779716","0.0","16","7","false","AKAP6","3.5625","16","0","0","0.68010904","false","0","AKAP6","925164","0.08836207"
"14579","3.68824027","6.3701E-4","0.27113201","0.0","4","6","false","DISC1","96.0","4","0","1","0.70130664","false","0","DISC1","110598","0.34798535"
"14581","3.82360406","0.0","0.26153336","0.0","1","6","false","FLG","171.0","1","0","0","0.68626622","false","0","FLG","0","0.0"
"14583","4.05837563","0.0","0.246404","0.0","1","7","false","ZBTB21","45.0","1","0","0","0.66018049","false","0","ZBTB21","0","0.0"
"14585","4.05541455","0.0","0.24658392","0.0","1","7","false","SOX6","39.0","1","0","0","0.66050949","false","0","SOX6","0","0.0"
"14589","4.08417936","2.2E-5","0.24484723","0.0","2","6","false","RPS6KA6","14.5","2","0","0","0.6573134","false","0","RPS6KA6","882","0.51923077"
"14591","4.12394247","0.0","0.24248641","0.0","1","7","false","CLN3","44.0","1","0","0","0.65289528","false","0","CLN3","0","0.0"
"14593","4.12394247","0.0","0.24248641","0.0","1","7","false","HIPK4","44.0","1","0","0","0.65289528","false","0","HIPK4","0","0.0"
"14595","3.15609137","0.00351266","0.31684761","0.04761905","7","6","false","SLC25A46","20.71428571","7","0","0","0.76043429","false","0","SLC25A46","78346","0.14814815"
"14597","4.15566836","0.0","0.24063518","0.0","1","7","false","LAMTOR1","7.0","1","0","0","0.64937018","false","0","LAMTOR1","0","0.0"
"14599","4.12394247","0.0","0.24248641","0.0","1","7","false","HGS","44.0","1","0","0","0.65289528","false","0","HGS","0","0.0"
"14601","3.86717428","0.0","0.25858674","0.0","1","6","false","FOXK1","160.0","1","0","0","0.68142508","false","0","FOXK1","0","0.0"
"14603","3.18189509","9.9501E-4","0.31427812","0.0","5","5","false","CLIC2","29.25","5","0","1","0.75756721","false","0","CLIC2","40144","0.27696078"
"14604","4.18147208","0.0","0.23915023","0.0","2","6","false","TRAPPC2","4.0","2","0","1","0.6465031","false","0","TRAPPC2","0","0.0"
"14606","4.06810491","0.0","0.2458147","0.0","2","7","false","UBE2D3","45.0","2","0","1","0.65909945","false","0","UBE2D3","0","0.0"
"14608","4.01353638","0.0","0.24915683","0.0","1","7","false","RBM23","64.0","1","0","0","0.66516262","false","0","RBM23","0","0.0"
"14612","4.11632826","0.0","0.24293495","0.0","1","7","false","SPCS2","39.0","1","0","0","0.6537413","false","0","SPCS2","0","0.0"
"14615","4.01353638","0.0","0.24915683","0.0","1","7","false","FRMD6","64.0","1","0","0","0.66516262","false","0","FRMD6","0","0.0"
"14617","3.01480541","0.00217003","0.33169637","0.12121212","12","6","false","MZT2B","26.91666667","12","0","0","0.77613273","false","0","MZT2B","243496","0.0973236"
"14619","4.8785956","0.0","0.20497702","0.0","1","8","false","PDE4A","16.0","1","0","0","0.56904493","false","0","PDE4A","0","0.0"
"14621","4.04483926","0.0","0.24722861","0.0","1","7","false","WDR57","66.0","1","0","0","0.66168453","false","0","WDR57","0","0.0"
"14623","3.6463621","0.00102225","0.27424594","0.0","3","6","false","PLK1","114.33333333","3","0","0","0.70595977","false","0","PLK1","87678","0.34343434"
"14625","4.00930626","6.604E-5","0.24941971","0.0","2","7","false","PRPF19","48.5","2","0","0","0.66563264","false","0","PRPF19","5386","0.52197802"
"14627","3.65947547","0.00138862","0.27326321","0.16666667","4","6","false","SF3A1","68.75","4","0","0","0.70450273","false","0","SF3A1","60238","0.26764706"
"14630","3.97673435","1.942E-5","0.25146261","0.0","2","7","false","RPSA","42.0","2","0","0","0.66925174","false","0","RPSA","1126","0.50617284"
"14632","3.81852792","9.2469E-4","0.26188102","0.0","3","6","false","SRC","67.33333333","3","0","0","0.68683023","false","0","SRC","44238","0.3419244"
"14634","3.89340102","0.0","0.25684485","0.0","1","6","false","MCCC2","101.0","1","0","0","0.678511","false","0","MCCC2","0","0.0"
"14636","4.06810491","0.0","0.2458147","0.0","1","7","false","ZWINT","45.0","1","0","0","0.65909945","false","0","ZWINT","0","0.0"
"14638","3.85659898","0.0","0.25929582","0.0","1","6","false","ACTR1A","100.0","1","0","0","0.68260011","false","0","ACTR1A","0","0.0"
"14640","3.87182741","0.0","0.25827598","1.0","2","6","false","FLNA","58.0","2","0","0","0.68090807","false","0","FLNA","0","0.53211009"
"14642","4.01311337","0.0","0.24918309","0.0","2","6","false","KDM5A","80.0","2","0","1","0.66520963","false","0","KDM5A","0","0.0"
"14644","3.99407783","1.585E-5","0.25037068","0.0","3","7","false","FHL1","14.0","3","0","1","0.66732469","false","0","FHL1","1426","0.52"
"14646","4.85744501","0.0","0.20586955","0.0","1","8","false","BTG2","23.0","1","0","0","0.571395","false","0","BTG2","0","0.0"
"14647","3.85786802","0.00956069","0.25921053","0.0","25","7","false","FBXW2","3.52173913","25","0","2","0.68245911","false","0","FBXW2","2473502","0.0741688"
"14651","4.07910321","0.0","0.24515192","0.0","1","6","false","BMPR2","51.0","1","0","0","0.65787742","false","0","BMPR2","0","0.0"
"14654","4.85744501","0.0","0.20586955","0.0","1","8","false","CDC34","23.0","1","0","0","0.571395","false","0","CDC34","0","0.0"
"14656","4.85744501","0.0","0.20586955","0.0","1","8","false","GCM1","23.0","1","0","0","0.571395","false","0","GCM1","0","0.0"
"14658","3.73011844","0.00124491","0.268088","0.16666667","4","6","false","FKBP8","83.25","4","0","0","0.69665351","false","0","FKBP8","88988","0.29981884"
"14660","3.96615905","6.225E-5","0.25213311","0.0","3","6","false","DNM2","35.0","3","0","1","0.67042677","false","0","DNM2","2170","0.50746269"
"14661","3.18527919","0.00532947","0.31394422","0.0","14","6","false","RWDD2B","11.66666667","14","0","2","0.7571912","false","0","RWDD2B","258200","0.10457516"
"14663","4.85744501","0.0","0.20586955","0.0","1","8","false","FBXW8","23.0","1","0","0","0.571395","false","0","FBXW8","0","0.0"
"14665","4.10744501","0.0","0.24346035","0.0","1","7","false","HOOK3","36.0","1","0","0","0.65472833","false","0","HOOK3","0","0.0"
"14667","3.82360406","0.0","0.26153336","0.0","1","6","false","AGRN","171.0","1","0","0","0.68626622","false","0","AGRN","0","0.0"
"14670","4.07910321","0.0","0.24515192","0.0","1","6","false","BPIFA1","51.0","1","0","0","0.65787742","false","0","BPIFA1","0","0.0"
"14673","4.14763113","0.0","0.24110148","0.0","1","7","false","TKFC","22.0","1","0","0","0.65026321","false","0","TKFC","0","0.0"
"14677","3.65482234","1.7141E-4","0.27361111","0.0","2","6","false","RPS8","135.5","2","0","0","0.70501974","false","0","RPS8","28378","0.52745098"
"14679","3.79314721","0.0","0.26363332","1.0","2","6","false","PAAF1","130.0","2","0","0","0.68965031","false","0","PAAF1","0","0.60747664"
"14682","4.05541455","0.0","0.24658392","0.0","1","7","false","TAF13","39.0","1","0","0","0.66050949","false","0","TAF13","0","0.0"
"14685","4.10871404","0.0","0.24338515","0.0","1","7","false","NFIA","52.0","1","0","0","0.65458733","false","0","NFIA","0","0.0"
"14687","4.00380711","0.0","0.24976228","0.0","1","6","false","TSPAN6","63.0","1","0","0","0.66624365","false","0","TSPAN6","0","0.0"
"14689","3.84179357","0.0018931","0.26029509","0.0","6","6","false","ABL1","36.0","6","0","1","0.68424516","false","0","ABL1","217134","0.20588235"
"14691","4.00380711","0.0","0.24976228","0.0","1","6","false","RARRES3","63.0","1","0","0","0.66624365","false","0","RARRES3","0","0.0"
"14693","4.00380711","0.0","0.24976228","0.0","1","6","false","KRR1","63.0","1","0","0","0.66624365","false","0","KRR1","0","0.0"
"14695","4.00380711","0.0","0.24976228","0.0","1","6","false","TRAF5","63.0","1","0","0","0.66624365","false","0","TRAF5","0","0.0"
"14697","3.89847716","5.105E-4","0.25651042","0.0","4","6","false","IRF3","71.5","4","0","2","0.67794698","false","0","IRF3","22886","0.50357143"
"14699","4.00380711","0.0","0.24976228","0.0","1","6","false","PDS5A","63.0","1","0","0","0.66624365","false","0","PDS5A","0","0.0"
"14702","3.93697124","1.1838E-4","0.25400236","0.0","3","6","false","UBE4A","53.5","3","0","1","0.67366986","false","0","UBE4A","6342","0.50970874"
"14704","3.80879865","2.0906E-4","0.26254998","0.0","3","6","false","RIPK2","84.5","3","0","1","0.68791126","false","0","RIPK2","19398","0.51226994"
"14706","4.06810491","0.0","0.2458147","0.0","1","6","false","PBEF1","26.0","1","0","0","0.65909945","false","0","PBEF1","0","0.0"
"14708","4.01353638","0.0","0.24915683","0.0","1","7","false","NSRP1","64.0","1","0","0","0.66516262","false","0","NSRP1","0","0.0"
"14711","4.79187817","0.0","0.20868644","0.0","1","8","false","MARK2","7.0","1","0","0","0.5786802","false","0","MARK2","0","0.0"
"14721","3.81091371","2.2601E-4","0.26240426","0.0","2","6","false","ZCCHC8","102.5","2","0","0","0.68767625","false","0","ZCCHC8","14204","0.51005025"
"14724","3.85659898","0.0","0.25929582","0.0","1","6","false","RPS21","100.0","1","0","0","0.68260011","false","0","RPS21","0","0.0"
"14726","3.79314721","0.0","0.26363332","1.0","3","6","false","PSMD6","130.0","3","0","1","0.68965031","false","0","PSMD6","0","0.60747664"
"14729","3.7893401","0.0010796","0.26389819","0.0","6","6","false","ARRB1","51.8","6","0","1","0.69007332","false","0","ARRB1","111546","0.21802575"
"14731","4.13451777","1.5387E-4","0.24186618","0.0","3","6","false","SRPK1","10.66666667","3","0","0","0.65172025","false","0","SRPK1","16910","0.3452381"
"14737","3.16878173","9.237E-5","0.31557869","0.0","4","6","false","KLHL36","39.75","4","0","0","0.75902425","false","0","KLHL36","50578","0.37621359"
"14743","3.04187817","0.00417089","0.32874426","0.08333333","17","6","false","TOR1AIP2","15.75","17","0","1","0.77312465","false","0","TOR1AIP2","479552","0.09188988"
"14745","4.06810491","0.0","0.2458147","0.0","1","6","false","GOT1","26.0","1","0","0","0.65909945","false","0","GOT1","0","0.0"
"14747","5.31852792","0.0","0.18802195","0.0","1","8","false","PTP4A1","20.0","1","0","0","0.52016356","false","0","PTP4A1","0","0.0"
"14751","3.88663283","5.0182E-4","0.25729212","0.0","4","6","false","TFPT","33.33333333","4","0","1","0.67926302","false","0","TFPT","11048","0.33680556"
"14753","3.85659898","0.0","0.25929582","0.0","2","6","false","PSMD10","100.0","2","0","1","0.68260011","false","0","PSMD10","0","0.0"
"14755","4.01311337","0.0","0.24918309","0.0","1","6","false","PLSCR1","80.0","1","0","0","0.66520963","false","0","PLSCR1","0","0.0"
"14757","4.05837563","0.0","0.246404","0.0","1","7","false","IER5","45.0","1","0","0","0.66018049","false","0","IER5","0","0.0"
"14759","3.90397631","5.6711E-4","0.2561491","0.0","3","6","false","RBL2","64.5","3","0","1","0.67733597","false","0","RBL2","13878","0.50396825"
"14761","4.10575296","0.0","0.24356068","0.0","1","7","false","LAMTOR3","47.0","1","0","0","0.65491634","false","0","LAMTOR3","0","0.0"
"14763","3.89340102","0.0","0.25684485","0.0","1","6","false","DYNC1LI2","101.0","1","0","0","0.678511","false","0","DYNC1LI2","0","0.0"
"14765","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL24","171.0","1","0","0","0.68626622","false","0","RPL24","0","0.0"
"14768","3.88536379","4.7702E-4","0.25737616","0.0","4","6","false","BARD1","33.25","4","0","0","0.67940402","false","0","BARD1","70942","0.30140187"
"14772","3.96277496","1.0677E-4","0.25234842","0.0","2","7","false","RBX1","42.5","2","0","0","0.67080278","false","0","RBX1","46606","0.52531646"
"14774","4.03680203","3.595E-5","0.24772084","0.0","2","7","false","STK3","32.0","2","0","0","0.66257755","false","0","STK3","1804","0.50819672"
"14776","4.12309645","0.0","0.24253616","0.0","1","7","false","MRPL45","34.0","1","0","0","0.65298928","false","0","MRPL45","0","0.0"
"14778","3.89720812","2.2103E-4","0.25659394","0.0","3","6","false","CDK6","66.5","3","0","1","0.67808799","false","0","CDK6","22954","0.51171875"
"14781","3.87055838","9.7161E-4","0.25836066","0.0","4","6","false","SMN1; SMN2","51.0","4","0","1","0.68104907","false","0","SMN1; SMN2","314654","0.33783784"
"14786","3.90736041","9.168E-5","0.25592725","0.0","3","6","false","SF3A2","31.66666667","3","0","0","0.67695995","false","0","SF3A2","9134","0.35658915"
"14788","4.12394247","0.0","0.24248641","0.0","1","7","false","MAPK4","44.0","1","0","0","0.65289528","false","0","MAPK4","0","0.0"
"14790","3.86717428","0.0","0.25858674","0.0","1","6","false","KCTD9","160.0","1","0","0","0.68142508","false","0","KCTD9","0","0.0"
"14792","3.84771574","3.413E-4","0.25989446","0.0","2","6","false","ARF6","70.0","2","0","0","0.68358714","false","0","ARF6","105378","0.51111111"
"14795","5.31852792","0.0","0.18802195","0.0","2","8","false","MED4","20.0","2","0","1","0.52016356","false","0","MED4","0","0.0"
"14797","3.85659898","0.0","0.25929582","0.0","1","6","false","GSK3A","100.0","1","0","0","0.68260011","false","0","GSK3A","0","0.0"
"14799","4.60448393","0.0","0.2171796","0.0","1","8","false","PPCDC","86.0","1","0","0","0.59950179","false","0","PPCDC","0","0.0"
"14801","3.76565144","8.2528E-4","0.2655583","0.0","3","6","false","KRT31","86.33333333","3","0","0","0.6927054","false","0","KRT31","284470","0.35854342"
"14803","4.19077834","0.0","0.23861916","0.0","1","7","false","OASL","6.0","1","0","0","0.64546907","false","0","OASL","0","0.0"
"14806","3.96319797","6.1006E-4","0.25232149","0.0","2","7","false","PPP2R5C","49.5","2","0","0","0.67075578","false","0","PPP2R5C","45730","0.5"
"14808","3.10998308","0.02619937","0.32154516","0.0","44","6","false","ALAS1","4.55263158","44","0","6","0.76555744","false","0","ALAS1","926280","0.03449157"
"14809","4.10956007","0.0","0.24333505","0.0","1","7","false","DUSP19","38.0","1","0","0","0.65449333","false","0","DUSP19","0","0.0"
"14813","4.1142132","0.0","0.24305984","0.0","1","7","false","RTCA","35.0","1","0","0","0.65397631","false","0","RTCA","0","0.0"
"14815","4.1214044","0.0","0.24263574","0.0","1","7","false","UBE2A","29.0","1","0","0","0.65317729","false","0","UBE2A","0","0.0"
"14818","3.60998308","0.00226501","0.27700961","0.0","6","6","false","EPB41","79.6","6","0","1","0.71000188","false","0","EPB41","337072","0.21534247"
"14820","3.85659898","0.0","0.25929582","0.0","1","6","false","TPM4","100.0","1","0","0","0.68260011","false","0","TPM4","0","0.0"
"14822","3.79314721","0.0","0.26363332","1.0","2","6","false","PSMA4","130.0","2","0","0","0.68965031","false","0","PSMA4","0","0.60747664"
"14825","3.85659898","0.0","0.25929582","0.0","1","6","false","RAD23B","100.0","1","0","0","0.68260011","false","0","RAD23B","0","0.0"
"14827","3.70558376","0.00147225","0.26986301","0.33333333","4","6","false","PSME3","88.5","4","0","0","0.69937958","false","0","PSME3","87554","0.30944056"
"14830","3.85659898","0.0","0.25929582","0.0","1","6","false","EPAS1","100.0","1","0","0","0.68260011","false","0","EPAS1","0","0.0"
"14832","3.67301184","0.00194881","0.27225613","0.33333333","5","6","false","PSMC1","91.75","5","0","1","0.70299868","false","0","PSMC1","70178","0.29326923"
"14834","3.58375635","3.7178E-4","0.27903683","0.0","3","6","false","HDAC6","102.33333333","3","0","0","0.71291596","false","0","HDAC6","63116","0.36450839"
"14836","3.821489","1.0855E-4","0.2616781","0.0","2","6","false","CDK20","72.0","2","0","0","0.68650122","false","0","CDK20","18850","0.53383459"
"14838","3.85659898","0.0","0.25929582","0.0","1","6","false","CDK11A","100.0","1","0","0","0.68260011","false","0","CDK11A","0","0.0"
"14840","3.5786802","0.00865016","0.27943262","0.0","12","6","false","TRAF6","47.88888889","12","0","3","0.71347998","false","0","TRAF6","941462","0.12470449"
"14843","4.11252115","0.0","0.24315984","0.0","1","7","false","HDAC10","14.0","1","0","0","0.65416432","false","0","HDAC10","0","0.0"
"14845","4.11252115","0.0","0.24315984","0.0","1","7","false","WWOX","14.0","1","0","0","0.65416432","false","0","WWOX","0","0.0"
"14847","4.06810491","0.0","0.2458147","0.0","2","7","false","TRIM6","45.0","2","0","1","0.65909945","false","0","TRIM6","0","0.0"
"14849","4.12225042","0.0","0.24258594","0.0","1","7","false","KRT85","13.0","1","0","0","0.65308329","false","0","KRT85","0","0.0"
"14852","5.31852792","0.0","0.18802195","0.0","1","8","false","IPO5","20.0","1","0","0","0.52016356","false","0","IPO5","0","0.0"
"14854","4.10532995","3.232E-5","0.24358578","0.0","3","7","false","TK1","22.0","3","0","1","0.65496334","false","0","TK1","1000","0.51219512"
"14856","4.04483926","0.0","0.24722861","0.0","1","7","false","GPHN","66.0","1","0","0","0.66168453","false","0","GPHN","0","0.0"
"14858","3.86717428","0.0","0.25858674","0.0","1","6","false","SLX1B; SLX1A","160.0","1","0","0","0.68142508","false","0","SLX1B; SLX1A","0","0.0"
"14860","3.83417936","7.968E-5","0.260812","0.0","2","6","false","SEM1","65.5","2","0","0","0.68509118","false","0","SEM1","7752","0.51190476"
"14862","4.05837563","0.0","0.246404","0.0","1","7","false","SKA2","45.0","1","0","0","0.66018049","false","0","SKA2","0","0.0"
"14864","3.99196277","1.1592E-4","0.25050334","0.0","2","6","false","HDAC3","52.5","2","0","0","0.66755969","false","0","HDAC3","10724","0.515"
"14866","3.71954315","0.00135025","0.26885022","0.0","3","6","false","TRIM27","99.0","3","0","0","0.69782854","false","0","TRIM27","340588","0.35766423"
"14868","4.10659898","0.0","0.24351051","0.0","1","7","false","MRPS25","30.0","1","0","0","0.65482234","false","0","MRPS25","0","0.0"
"14870","3.79314721","0.0","0.26363332","1.0","2","6","false","PSMB5","130.0","2","0","0","0.68965031","false","0","PSMB5","0","0.60747664"
"14872","3.73815567","1.159E-4","0.2675116","0.0","2","6","false","METTL21C","103.5","2","0","0","0.69576048","false","0","METTL21C","17478","0.52835052"
"14875","3.79949239","0.00203238","0.26319305","0.16666667","4","6","false","SRF","47.25","4","0","0","0.68894529","false","0","SRF","36996","0.27662722"
"14877","3.6108291","7.098E-4","0.2769447","0.16666667","4","6","false","TUBGCP3","89.5","4","0","0","0.70990788","false","0","TUBGCP3","78094","0.26646707"
"14879","3.92978003","1.2726E-4","0.25446717","0.0","2","6","false","NUCB1","62.0","2","0","0","0.67446889","false","0","NUCB1","13120","0.52136752"
"14883","4.07106599","0.0","0.24563591","0.0","1","7","false","PGM1","20.0","1","0","0","0.65877045","false","0","PGM1","0","0.0"
"14888","3.87309645","1.5734E-4","0.25819135","0.0","3","6","false","KHDRBS1","36.33333333","3","0","0","0.68076706","false","0","KHDRBS1","13752","0.34983498"
"14890","4.04483926","0.0","0.24722861","0.0","1","7","false","PRPF6","66.0","1","0","0","0.66168453","false","0","PRPF6","0","0.0"
"14892","4.10659898","0.0","0.24351051","0.0","1","7","false","MRPS35","30.0","1","0","0","0.65482234","false","0","MRPS35","0","0.0"
"14894","3.96996616","0.0","0.25189132","0.0","1","7","false","LRRC8A","64.0","1","0","0","0.67000376","false","0","LRRC8A","0","0.0"
"14896","4.10575296","0.0","0.24356068","0.0","1","7","false","SUGP1","47.0","1","0","0","0.65491634","false","0","SUGP1","0","0.0"
"14900","3.64593909","0.00152233","0.27427776","0.0","5","6","false","TNIK","71.4","5","0","0","0.70600677","false","0","TNIK","155530","0.21204819"
"14902","4.85744501","0.0","0.20586955","0.0","1","8","false","REST","23.0","1","0","0","0.571395","false","0","REST","0","0.0"
"14904","4.10575296","0.0","0.24356068","0.0","2","7","false","ATP6V1H","47.0","2","0","1","0.65491634","false","0","ATP6V1H","0","0.0"
"14907","3.99027073","9.697E-5","0.25060956","0.0","3","7","false","SIRT2","42.5","3","0","1","0.6677477","false","0","SIRT2","8116","0.51875"
"14909","3.61886633","0.00120959","0.27632963","0.1","6","6","false","HSPA1A","95.6","6","0","1","0.70901485","false","0","HSPA1A","143714","0.23170732"
"14911","4.08883249","8.29E-6","0.24456859","0.0","2","7","false","GRSF1","17.5","2","0","0","0.65679639","false","0","GRSF1","852","0.515625"
"14913","3.9462775","3.2472E-4","0.25340337","0.0","2","6","false","WWP1","54.0","2","0","0","0.67263583","false","0","WWP1","16174","0.5047619"
"14916","4.17724196","0.0","0.23939241","0.0","1","7","false","AZI2","5.0","1","0","0","0.64697312","false","0","AZI2","0","0.0"
"14918","3.91878173","3.6519E-4","0.25518135","0.0","3","6","false","TNFRSF1A","51.5","3","0","1","0.67569092","false","0","TNFRSF1A","10468","0.5"
"14920","3.89340102","0.0","0.25684485","0.0","1","6","false","YARS","101.0","1","0","0","0.678511","false","0","YARS","0","0.0"
"14923","3.89340102","0.0","0.25684485","0.0","1","6","false","HEXIM1","101.0","1","0","0","0.678511","false","0","HEXIM1","0","0.0"
"14925","4.60448393","0.0","0.2171796","0.0","1","8","false","EIF2B1","86.0","1","0","0","0.59950179","false","0","EIF2B1","0","0.0"
"14927","4.01353638","0.0","0.24915683","0.0","1","7","false","NAA50","64.0","1","0","0","0.66516262","false","0","NAA50","0","0.0"
"14929","3.89340102","0.0","0.25684485","0.0","1","6","false","MCCC1","101.0","1","0","0","0.678511","false","0","MCCC1","0","0.0"
"14931","3.81302876","4.5679E-4","0.26225871","0.0","3","6","false","SMAD1","75.5","3","0","1","0.68744125","false","0","SMAD1","19746","0.50337838"
"14935","3.87648054","0.00164225","0.25796595","0.0","2","6","false","FLNC","60.5","2","0","0","0.68039105","false","0","FLNC","178374","0.5"
"14937","4.07910321","0.0","0.24515192","0.0","1","6","false","UBE2O","51.0","1","0","0","0.65787742","false","0","UBE2O","0","0.0"
"14939","3.82360406","0.0","0.26153336","0.0","1","6","false","SUPT6H","171.0","1","0","0","0.68626622","false","0","SUPT6H","0","0.0"
"14941","4.06345178","0.0","0.24609619","0.0","1","7","false","CIAO1","41.0","1","0","0","0.65961647","false","0","CIAO1","0","0.0"
"14943","3.76015228","3.2677E-4","0.26594668","0.33333333","3","6","false","PSMC2","101.66666667","3","0","0","0.69331641","false","0","PSMC2","25276","0.4021164"
"14946","3.5143824","0.00285215","0.28454502","0.1","5","6","false","HSPA5","92.4","5","0","0","0.72062418","false","0","HSPA5","164916","0.21857143"
"14950","3.70685279","0.00339655","0.26977063","0.0","7","6","false","CTNNB1","41.42857143","7","0","0","0.69923858","false","0","CTNNB1","288178","0.15489874"
"14952","3.82360406","0.0","0.26153336","0.0","1","6","false","DNMBP","171.0","1","0","0","0.68626622","false","0","DNMBP","0","0.0"
"14955","3.82360406","0.0","0.26153336","0.0","1","6","false","NINL","171.0","1","0","0","0.68626622","false","0","NINL","0","0.0"
"14957","3.93274112","3.212E-4","0.25427557","0.0","3","6","false","MAPK1","35.66666667","3","0","0","0.67413988","false","0","MAPK1","18272","0.35016835"
"14960","4.10659898","0.0","0.24351051","0.0","1","6","false","PRKACA","17.0","1","0","0","0.65482234","false","0","PRKACA","0","0.0"
"14962","3.79314721","0.0","0.26363332","1.0","2","6","false","PSMA5","130.0","2","0","0","0.68965031","false","0","PSMA5","0","0.60747664"
"14964","3.91835871","1.2256E-4","0.2552089","0.0","3","7","false","Mar-01","35.0","3","0","0","0.67573792","false","0","Mar-01","8928","0.35416667"
"14968","4.01353638","0.0","0.24915683","0.0","2","7","false","STAC3","64.0","2","0","1","0.66516262","false","0","STAC3","0","0.0"
"14970","3.82360406","0.0","0.26153336","0.0","1","6","false","HADHA","171.0","1","0","0","0.68626622","false","0","HADHA","0","0.0"
"14972","4.01353638","0.0","0.24915683","0.0","1","7","false","RANBP6","64.0","1","0","0","0.66516262","false","0","RANBP6","0","0.0"
"14974","4.1214044","0.0","0.24263574","0.0","1","7","false","RPAP1","29.0","1","0","0","0.65317729","false","0","RPAP1","0","0.0"
"14976","4.12309645","0.0","0.24253616","0.0","1","7","false","MRPL50","34.0","1","0","0","0.65298928","false","0","MRPL50","0","0.0"
"14978","3.96996616","0.0","0.25189132","1.0","2","6","false","VPS29","49.5","2","0","0","0.67000376","false","0","VPS29","0","0.54395604"
"14980","3.86717428","0.0","0.25858674","0.0","1","6","false","TRIM10","160.0","1","0","0","0.68142508","false","0","TRIM10","0","0.0"
"14982","3.76395939","0.00318348","0.26567768","0.0","7","6","false","UBE2I","40.83333333","7","0","1","0.6928934","false","0","UBE2I","183524","0.17782738"
"14984","4.00380711","0.0","0.24976228","0.0","1","6","false","RNF5","63.0","1","0","0","0.66624365","false","0","RNF5","0","0.0"
"14987","3.8608291","7.7448E-4","0.25901172","0.0","5","7","false","U2AF1","61.66666667","5","0","2","0.6821301","false","0","U2AF1","34380","0.34469697"
"14990","4.05541455","0.0","0.24658392","0.0","1","7","false","TAF3","39.0","1","0","0","0.66050949","false","0","TAF3","0","0.0"
"14992","3.94077834","3.718E-5","0.25375698","0.0","2","6","false","KHSRP","34.0","2","0","0","0.67324685","false","0","KHSRP","3684","0.52380952"
"14995","3.96869712","6.911E-5","0.25197186","0.0","2","6","false","C1QBP","46.5","2","0","0","0.67014476","false","0","C1QBP","5940","0.51123596"
"14997","3.89340102","0.0","0.25684485","0.0","1","6","false","SERBP1","101.0","1","0","0","0.678511","false","0","SERBP1","0","0.0"
"14999","3.13409475","0.01247369","0.3190714","0.0","33","6","false","DDX42","7.48387097","33","0","1","0.76287836","false","0","DDX42","805086","0.06175115"
"15002","4.13367174","0.0","0.24191568","0.0","1","7","false","RPL36","31.0","1","0","0","0.65181425","false","0","RPL36","0","0.0"
"15004","4.13367174","0.0","0.24191568","0.0","1","7","false","NOSIP","31.0","1","0","0","0.65181425","false","0","NOSIP","0","0.0"
"15007","3.89340102","0.0","0.25684485","0.0","1","6","false","BICD2","101.0","1","0","0","0.678511","false","0","BICD2","0","0.0"
"15012","3.89340102","0.0","0.25684485","0.0","1","6","false","RUFY1","101.0","1","0","0","0.678511","false","0","RUFY1","0","0.0"
"15016","4.13367174","0.0","0.24191568","0.0","3","7","false","RECQL5","31.0","3","0","1","0.65181425","false","0","RECQL5","0","0.0"
"15018","4.01226734","1.386E-4","0.24923564","0.0","3","7","false","SF3B1","40.0","3","0","1","0.66530363","false","0","SF3B1","3828","0.50649351"
