,C_GSM208622.cel,C_GSM208623.cel,C_GSM208624.cel,P_GSM208625.cel,P_GSM208626.cel,P_GSM208627.cel,P_GSM208628.cel,P_GSM208629.cel
OXR1,72.4441870600118,74.1141448015665,65.5411106056992,28.3460130427351,67.1037750490115,18.25156879283,32.3113178992555,85.2061123543018
MAP9,10.9901956209017,12.9823587519753,10.537753539825,15.287894120055,13.6958325591509,12.4837971446378,15.6540426110623,11.1814606049019
PLEKHA4,27.8874381139905,34.9839265693981,30.446429001644,44.5293658618708,36.8799659994954,35.7273871691634,36.1742320276627,30.5750271272229
SACM1L,169.926505019604,146.445786980712,135.847758276024,116.756229963096,135.030355673299,94.2980049392138,113.398003509368,158.78353810904
AJAP1,49.8444467389028,42.5371058527398,48.5740782845556,42.5048992008057,44.2282925876665,40.2136208911038,43.8086391345238,38.9615837387602
GGA1,662.641497764861,503.316424421054,568.171413188529,443.538678465829,570.02699941731,427.561986157032,455.672552885553,544.577901888953
AKT2,26.3266258497071,28.4551468552372,26.6260910943661,28.0885763512684,28.6303390110556,36.03667695452,30.6972371291498,30.888880292419
SOGA1,15.3906536898547,17.8714904907664,17.6906451939129,25.0185148763457,18.7343743751894,18.8751129943515,20.558621274295,17.2792565685879
SLC38A10,131.071685679145,99.8367036400385,113.005930478502,131.919439853098,134.986610636682,145.988471221523,121.257207543091,122.390554654109
COLGALT1,128.121748594386,127.409278115732,124.573395172465,183.21268114819,128.912527700571,184.206745641572,141.419361499724,131.289225840466
AREL1,126.743397112454,108.171814710949,148.156299196782,74.2096131103817,129.027724412597,61.901572390367,50.9033017599587,134.746652176134
LRP10,165.183339114459,107.1555733737,157.372957651524,152.450748753824,193.276314243255,243.95270179637,169.288962147894,155.305745255776
HYMAI,19.4644441420841,24.371019828837,24.0027574873332,23.1522854542752,24.5603783014608,27.8457464886263,28.6585901683173,25.7139121534984
PLGLB1 ,9.69053297378404,9.95731870574708,8.36063679215061,11.0603804281598,9.28683168718157,11.5042609931535,11.1291516729737,10.1809766025172
TMEM14A,463.317569411967,406.483050869844,378.842418988439,230.048400858625,394.143808099918,161.280234607292,193.06250359286,485.298008673426
TMEM123,50.7812364651389,24.8849140871726,48.6788165884153,58.1404390137269,44.5926605224208,68.7636596328802,54.8263890835068,46.5845397885615
SLIT2,209.947830898025,260.553800817178,253.388901335332,166.655951559348,245.364336833764,145.935884327658,147.353852634952,244.627044278033
APPBP2,228.161892849589,161.504629986891,217.329754234914,150.860455896814,183.411518538446,123.831670556395,160.018974037918,196.260446085972
ZNF365,751.08438074593,661.047796461752,660.697475567883,417.601673595148,701.678227521966,189.725137947459,210.670338519936,722.492237452107
LRCH4,83.8390168000772,75.3475219160779,74.123872418986,95.4799440555457,90.3331487934662,83.0871015853006,88.0858449665842,79.4308825458605
BTBD3,390.997225995941,244.241379542027,418.426864512202,211.651343710815,357.976037880581,93.8497988039673,140.00927780714,312.198618925998
CSNK2B,524.647719539537,513.990880359137,604.575326231378,414.154809294458,508.673596017204,516.989906112857,415.313252582226,516.028703270615
LIAS,30.4106672606817,25.6518285920987,25.0358049849967,22.0411525170242,22.1260831268332,20.5859273805858,23.1098562019771,28.3031077807749
PBX1,381.159148248827,435.946879479335,499.182798561063,335.496777797528,385.034277797527,242.754206990539,309.146777797528,465.659997161149
KANSL3,52.8275349179035,61.1870473881491,52.1599800918739,46.1237136469601,49.860572095298,53.2872762289278,47.61013512035,50.0730240615421
TLK1,9.14176008741516,10.9495838580144,9.52800500598209,13.2579715330397,10.8431347749913,12.3019710718762,11.3244353882993,9.72371093528656
LOC93432,20.9526464466853,23.33444668153,21.8986098739628,24.0061075447526,23.2784626910147,25.9907058181125,23.4074937592728,25.4707133466661
PRKCA,75.8386129940556,85.9743461885879,79.4396460820127,86.3289362845632,80.8741736507752,105.527457195224,98.4345610528239,89.8187626878574
SCD5,29.351369576914,32.0838525846095,33.2150245818792,68.9818184805161,32.2674955878571,33.7527847098458,61.3967246187579,36.2719171672622
LMTK2,25.7295531092958,38.0812496267962,25.6838148265539,24.6453983207292,21.3160706166861,27.0028032929578,24.0860774102776,25.1493669740992
MIR4691 ,97.2128021712737,84.8250742143233,75.6297182161116,86.3328003462676,84.0791366421711,64.3401092513033,59.8307263154507,57.0209255595323
NAB2,42.1641613883201,43.0814975989998,43.881321578426,43.2912890346426,38.7003610206003,33.4012582510378,40.0700465967677,30.4902345138401
CDC37P1 ,34.50661481907,37.1219418985024,36.1562091573498,46.4915820304749,42.12528264411,40.8898339744449,42.9685266038306,34.1364468922992
MINOS1-NBL1 ,500.868880818802,604.972957427162,704.308107823743,484.582075891407,687.938195002945,365.185974358344,418.447094085556,406.339483446763
ANKRD49,76.4032570562211,63.179161418711,58.4171801039439,92.0867315161966,62.6124920527892,97.9989887635097,100.321972841158,68.1895014077684
LOC101928061 ,376.018997752674,184.474784043129,230.576824256445,266.472866213952,257.871560211974,533.446777797528,473.007285762114,405.857782077474
PKN2,68.4323599912181,88.3222151407205,75.1021135120233,145.195141370444,74.3180329128424,127.809278081875,168.381116280993,72.9092813302507
EMC10,24.1883616067643,29.4545246015228,29.1467829823782,33.1587452679052,31.1958649006001,30.0204949551222,35.6912578126042,28.1353985481679
STAG3,70.9981385768266,84.4403950358912,71.5909796628475,92.9771775767034,80.9643810796762,88.2292090891885,91.142948278848,76.6438792456893
POU6F1,109.822509097674,124.439254294335,128.809618636826,89.6735671557526,116.582140611902,101.76605095378,102.809018396251,116.378940078712
ANXA5,329.991948445615,173.90229873996,226.57585830502,270.384277797528,255.451838766261,650.971370808038,419.691115463045,301.532775177814
SDC2,55.7642086735745,41.9931506929554,61.16439225206,55.7067870120042,55.7060224295589,66.8328380573474,104.886539710286,72.3346520573934
ZNF184,40.5501095764388,38.2870884158731,35.0403128574895,34.7282446535584,37.012860245495,25.5164976787973,31.7342243539737,33.6347633675016
NCOA3,76.8588173742601,88.1729338526785,75.1072453655701,92.8059392166353,80.5941116152781,98.1682951624156,95.5999067003975,86.0836232497976
HIST1H3C,17.5322573758743,18.4991154392017,17.7616965372228,20.5299892432892,18.4091745096099,21.1251507809021,20.4181879217457,18.8635081752676
GGT1 ,49.7281515472883,63.3490467736591,52.3477461649931,81.3601808363653,55.4584999668731,66.0887225805174,73.6511693050594,57.4757492400795
CERS6,402.847538222456,429.509277797528,457.771777797528,266.472687673131,477.4979335662,172.503443588645,245.189680773915,407.892077981519
PSPC1,57.1160041818213,41.1489032894565,36.9118144024074,35.652393681049,41.3928044496568,34.0805386410946,32.5472508303976,39.9570743551028
PSMC3,367.453360069813,295.834277797528,353.858976652422,175.420505133488,420.536323291568,234.387035722838,174.474313288963,261.246531189435
GPC4,25.5964743815172,38.7772050781847,39.2109754752623,38.9200948609183,40.6852281295624,38.81592303138,42.9739362318097,41.6825413959179
MCAT,36.1170433030222,33.9027254275134,35.7583985126953,23.2382677343515,38.7256595126675,26.0605282896994,19.3563282845612,32.5566588833374
ACAP2,26.5670979214256,15.6464455230532,24.1176553874655,22.2639034459212,25.8975710229026,31.0253105749397,37.5568405361883,26.3294898243429
PVRIG,54.1631285525894,71.8925114453944,61.4085958895886,96.3604488042312,68.4274520214616,67.7796232785489,73.1703649750417,69.6612803684391
WIZ,46.4238736828344,59.9626170467756,57.9991165305472,52.3519403547997,46.1477874944885,45.175757279956,45.8178932938455,48.9979361089232
TUBGCP2,189.680920547196,157.640578889631,143.970405058925,101.935013596744,191.296120256157,87.7739706424872,88.3948606954104,144.583519644753
NCK2,251.465247285557,244.517437182434,261.55481319791,320.482752249496,307.235094879862,234.844464361824,324.925597510799,285.284107068852
LEPROTL1,62.3978896746266,54.5861160835413,50.9977052746946,35.157761895297,50.4154468795064,54.285859225341,44.8205294409408,49.6565762284192
PTPN21,58.2919217003155,68.0104226323844,59.7459018745894,69.374738784794,65.1617546217901,74.2037967479281,72.6064236723693,65.3885286159679
IL2RA,18.4800512032344,19.8225343224933,19.2652840396195,22.9935261648988,20.2189069409452,24.4062471338058,23.0785756197073,18.8983843597983
ATP9B,31.6285483345124,31.8724510079914,44.0740913838851,32.2862161931986,32.7658238023473,22.5330436178331,27.0097278183404,31.1903148328255
AIM1,20.2335769494861,20.0014190362616,21.9845004236745,21.5466970754741,22.3698884227449,23.8498492325786,22.483903668522,24.7583229136064
RPS14,2192.75445777437,1722.12423550297,2150.59354746277,1831.20642988706,2436.63360298075,2644.62738223666,2925.31568199947,2558.44223804071
TOP1,11.9065470531531,12.323672634433,11.4113521734592,14.7082793596134,12.3450003605959,15.1728790426114,16.8449023339202,11.5555702476728
SNX15,92.2419222385675,78.4275594600337,81.649543859626,93.2564344390523,89.704358292216,92.749267974956,90.6747790715338,107.936747670549
TTTY9A ,24.2601136486621,28.7519017390416,27.7443809599572,27.6407585548569,28.1459351390668,31.6693441384864,31.5982438104331,34.2088368307252
C19orf24,51.6531546251098,50.5102970333468,45.1580519187952,59.639907893064,59.9665456512011,50.4746162292184,60.2960196525202,49.8271582363492
COIL,18.1375664315333,22.7751398706838,20.323568375169,21.4093113080945,21.6882086134802,25.441690067157,24.1640526129391,23.1012797290458
PYGL,20.88277330216,21.5157955464742,21.4678077686229,20.1478575767696,22.1244761562799,33.0128389629668,29.9446454948443,27.4346664849861
RP13-258O15.1 ,408.393667432093,430.987438481247,401.686665535917,388.775343335334,468.592661993363,496.290464406032,596.255135145017,507.40015092551
TBC1D2B,114.815554472691,102.760526087488,121.558757830457,125.338373491237,122.244135214496,182.204993761241,134.057961033738,121.37440181645
GALNT11,162.02714196906,158.658179532241,165.610336255141,121.177393859828,169.920328169272,117.268274886055,128.265704831677,155.422079176299
ARPP19,399.509239823005,483.727830164453,533.91990904958,152.602753466799,327.230370257649,335.696734801789,137.232961795335,596.731106860156
NFATC1,23.4932642755191,23.6917659457368,22.8456124689585,32.9903713753235,24.2393616704924,25.2564467640726,29.3172469328223,24.4622521066542
ASTN2,47.695310334115,41.5971693396907,52.0259809740899,34.4621844619892,39.6937758008006,28.837043832021,31.1965239172632,53.9013988436266
TOMM20,540.120511367136,488.49850798823,565.379956649333,219.631020028744,540.983496273642,189.744671725196,128.886341153606,633.134277797527
AKAP13,10.5164758797348,12.8354035838509,11.6701462313965,13.5318397891716,12.8581395716261,12.9711514363567,14.3264720539064,12.0218664335225
TRIM32,126.901894995705,140.425653704297,126.264699326215,70.5029218267216,144.977197696242,76.0366840800272,91.5005580653757,124.965049354566
RRN3P1,63.2543468364231,63.9083763593538,54.4500267041186,51.9608349731185,52.5770558524552,54.416279338603,56.5044063338809,56.0225820369688
RPL31,40.8193579921949,47.7314778818342,35.1791072116188,57.8722623127042,36.9708426206145,54.767282707038,61.5711988178219,48.1223548111144
SPDYE2,20.6344847298372,24.5789118749688,21.1617202946401,38.5339440103741,29.1463620264603,26.5665372000036,26.1042081387412,20.706671618243
GYS1,97.6250082189393,101.195603861594,108.558435425585,91.5465494482163,93.0663673487353,98.1443944295697,78.5927583432892,94.53555826462
FYCO1,17.5227118450038,15.2859356317472,15.4097258105836,18.619606390582,17.1964629942485,19.624253562914,27.8418803830818,16.9408024770262
DLEU2,10.3077953713647,11.9162523391149,11.1953341084558,12.4565962589918,11.8444830031344,13.7947134977967,11.9521314590568,12.1470590673384
EHD1,35.2529251138095,28.3042771099082,31.0093324652125,32.9733557074748,27.4854444470795,23.1912951505006,25.4105415397798,25.5964743815172
KLHL28,41.2482071990877,51.1409268452222,45.7739038415721,57.5475981189743,48.8233579958771,49.8989716119885,61.8213497310283,48.6265231427547
SYNDIG1,429.486435238372,356.092087144176,433.116677844153,356.747068466323,395.594944660499,177.977595331956,241.060425372675,359.662352022412
PNRC1,136.664646473332,143.809277800578,155.555188318056,177.995584285749,154.764291467308,181.871777797527,182.199807055338,141.231987553563
MYH13,30.7680854881008,33.3593431648885,30.8933282742551,37.1833887263623,38.0399962775782,40.3237588409961,36.4537204306569,29.9215262191065
RRAGA,690.980216454249,569.768155427672,714.163204320373,404.938546208135,742.910696747302,416.258604899429,319.382284755546,602.078569542994
CNN3P1 ,13.9303235911,13.4239398203687,12.5783304926813,18.3865558632008,13.8983114260752,17.5091951792993,14.7402568716202,13.5452221394945
EBNA1BP2 ,38.2871854063477,36.8541945399783,46.6713836708972,25.3032314952041,43.2788492275055,26.8225519862635,24.5874037061753,39.4880813822861
PPBP,19.8694056633425,26.3939509280543,22.7804341817441,25.9982868328944,24.6515048298135,27.8681632628259,44.5366950743103,26.9014904662151
TRPV6,70.5270432553932,90.0022739397409,88.2442037415011,122.885458424561,106.12755168099,104.349235530588,109.787555611852,73.2208897796082
MAF,29.7519796278627,21.1587874006788,26.8685346708296,32.2597387269209,26.6736884850046,31.6276907248823,53.0920103623001,30.2422377923427
LOC101930075 ,143.33358787204,140.939739281341,159.691594184458,158.927124839623,135.324280017209,87.5856991632712,109.209306710619,112.54652117918
COG5,16.5341177422407,15.6927302194602,16.7676911937785,12.8654103014024,15.992426547122,14.7126363408448,14.9451144734618,14.6609871363293
MRPS18A,104.605272030282,114.950933397471,101.716400479911,86.6542280462471,101.957716675487,104.221867256505,90.5682772694836,93.7497555946018
KCNIP2,65.7148977163498,68.4797426515587,65.63529365708,70.6051285644315,58.0932822716761,56.4153095242655,53.2916943963734,55.5143128510731
TPM4,61.4334030903819,53.5716636404052,64.8887909867657,52.3408668938454,51.0692434174988,61.0252726553796,40.7827107382852,50.1325575625378
GNL3L,43.1214671344623,56.1657029991651,50.0836964420504,64.9494756654117,52.0345301962853,58.7691602940552,60.754161513725,51.6522077282228
ACVR1,32.1179917187462,27.6382651463664,32.0068492937471,32.3067503702341,40.1411508398671,42.153737219511,33.0569963164968,31.7749611890987
TMEM33,60.6832614977174,49.9795550229835,55.3719429880868,53.6541179826908,54.9141400843564,80.212508249541,78.9012327608988,80.5253420524432
ZFP36,145.092031796295,169.787962483267,218.619500436966,252.941095609431,187.771777797528,302.329699150407,166.006701320238,382.516517798073
LAMA5,58.7152409455676,59.4241192665404,64.2454246434945,79.4084169081578,78.8200151125173,72.0981712866017,58.1800788989194,65.7457832535169
EIF2AK1,449.771777797527,432.318885106658,440.99568480722,335.579286810953,501.821777797527,317.484277797527,305.040268550116,379.950496317113
CCR1,53.1197755607469,45.716368582766,50.801625142325,45.8704448593818,49.6711756861367,122.514101703951,77.8074383864889,128.466423921386
SUCLA2,218.940711692184,198.081786825665,238.22188323429,108.251857388323,231.758141486836,76.1086164344055,87.5615277119714,242.676252169014
SERPINI1,1225.12464885875,1151.45143106237,1141.22356673898,485.826302463832,1094.98278939877,153.122006707177,375.295732317082,1384.25365085597
ZNF266,108.050080016816,87.8049254275719,100.029312791237,97.9461494616406,111.558239858482,114.016935408099,115.947751725625,119.743189798915
TCF25,555.939622642619,607.445960969313,709.298901148008,407.235858611953,706.310851232296,388.627803736184,305.527455013959,561.154825999256
NLRP1,19.5062816909307,20.2334663759437,20.5111895066234,16.9116001515748,18.786180242738,17.0614098647399,19.1258012082437,18.9879355202233
SPINT3,20.9279827008218,26.1539698262432,25.8633676957682,27.4162911374284,27.0569965665586,32.8744229891395,27.9108948011142,25.1298807837003
GPM6A,936.710907158945,1028.32807214802,1129.05244713571,793.453292398346,806.928623047384,744.654714297508,889.940307930843,1123.24936581471
GUK1,379.806670942055,286.005996140413,342.071777797528,252.440498155109,383.121777797528,222.006416959956,203.582561442618,271.681115543017
NAA40,64.4545022742341,72.1345252125817,62.8505674443834,51.5752796380675,69.2015679247552,46.1359449968026,50.1798222605209,63.4765040478905
ARHGEF2,402.794896201597,430.003027797528,403.607783368151,426.187117420837,359.315328447527,366.055366180175,332.049955748314,348.582918256042
MYBBP1A,106.87778976141,98.6321043484362,108.346812352754,92.8726440634893,108.964483244511,82.3494862973116,75.0025479314153,92.4139809184975
VGF,62.9096247229777,124.36223762993,98.5698292213364,64.8017887007737,75.5023198544643,65.3258735828676,87.8596606101623,59.8915733859124
KDM5D,185.847416405081,114.626288008129,114.794679349472,49.3301138998977,111.096763929777,118.478382310275,64.5196851532972,127.780178700066
HECTD4,450.184664462263,305.650313949626,313.06422743255,267.284851196153,362.336122871866,149.785617123631,168.875153939049,319.441618154306
TAS2R10,9.76442338396128,10.3212211976019,9.48052588270124,11.7163730773446,9.90327082768856,11.308363283448,11.8554241560377,10.4297554345606
SEC31A,287.784277797528,226.889659220535,252.169886644593,174.312891563605,224.234630394107,192.009804998755,189.478843323862,277.703282920665
OR2H2,21.2816395632927,25.210464759336,23.6639242295618,44.3175855587444,25.8595263297542,29.6282732015985,30.3657529252874,22.722476674974
HDDC2,409.739867718937,371.406065277436,395.929084782655,413.315805305763,462.851671231705,387.590867139647,576.918829328551,493.366339837394
ZDHHC17,18.8287155497203,26.1742857735536,20.4870476230759,26.4789066659707,22.5482214221882,31.1514026263576,25.4835718329202,23.8509138500754
KIR2DL1 ,26.1124191402153,37.3684072311497,27.2301296083587,43.3084778108624,34.5255375586048,35.6056890714968,37.9051265669561,30.2214728004802
RAP1GDS1,460.864661675909,313.835527206296,343.89611291806,200.288140813276,362.719432907956,204.597533721728,175.92099625841,403.378866827685
RAN,353.442351680907,325.307770649327,339.568004273529,130.3135197146,365.195767270376,147.118096981056,174.511061612695,372.833944423935
TCTA,217.534277797527,241.686981807304,268.255295316145,210.007659205601,240.079262091775,216.045220674694,207.670084386081,189.164870472212
TINAGL1,101.824842269052,104.680147797897,100.27979632698,123.542300951044,125.008092586487,123.716072806256,125.127567896364,94.0316587812303
UQCR11,478.741513737698,415.664146636379,352.046777797528,398.44394221377,470.877822828837,519.671609541431,549.069562055715,522.079126209212
SYNGR2,250.392112969049,147.315491426575,233.716485174235,258.739287572033,212.540610524244,402.702855204225,246.212143504655,285.833973375571
PKD1P1,38.4051067822926,48.3029038087124,38.5124641521077,64.7519776604484,49.6228245502043,44.2564007321072,63.7712504188184,40.8390190029409
PTPN6,17.931653327273,17.0440463712895,18.0044982007864,17.6076241587879,18.744994676411,24.8640378923076,22.7624272666916,19.70089790783
FLJ42627,95.5757546377909,96.3008614394767,102.256873405636,129.395589676083,124.627059704211,106.489185296427,108.959308224877,96.2858824076238
HIST1H4J,21.3058596039431,23.2750486370792,18.4248400217674,26.0381697037605,23.1680340897548,24.4712858129418,27.4226920424814,20.674055166825
COBLL1,36.1004128078887,40.5644061708121,36.6974959884359,41.8936125186429,41.6189407410021,51.5385952692132,48.7303683756284,37.0058305997437
MTMR9,78.7506241161053,47.4972233869137,46.6991546697762,43.3352521201212,42.2053698861811,43.7727103696573,52.5142129121195,43.477293577348
HAMP,27.7038533428939,32.5700485442072,31.9336175119034,34.853498142506,34.7336977183651,165.991923602701,35.8081491683535,110.142786762156
PEG10,172.883156580333,111.982047112793,107.66776514783,69.5764487080357,108.330951352869,74.3438924117862,105.56273051347,129.122709139831
LOC101927057 ,876.254565939744,665.566742264094,943.339786850805,589.828716657342,878.326995518676,510.809277797527,470.634277797527,756.109277797527
SSBP2,105.91495062568,97.4450038035015,91.0361262572543,92.8040531540457,77.0541399832866,85.1676480306411,81.6861916588295,96.485229189597
AXL,150.344490820701,95.4458337272345,163.203419824183,129.354312747395,160.221777797545,320.214955580348,232.560126350442,171.646777797528
PTGER4P2-CDK2AP2P2,53.3757184249819,67.2872279179377,56.9525285313609,71.2935594814446,62.6348773584935,70.4556857917168,74.3786608987977,60.3818044730708
NDUFB6,391.996777797527,319.714682086497,345.817091130247,182.228228415998,378.15381777846,243.740262227773,227.543722706677,337.24240739405
HBD,38.2077806611786,47.0255024181886,42.7026479135723,49.6785697783331,42.1584053059812,44.9928153116515,60.6347077972192,58.9586152560306
CCDC69,19.5932760946241,24.0920916841644,23.1650932700532,41.7499414040481,32.0119398814655,26.6690124049331,26.58624978552,20.5299892432892
SETD4,25.5530305174367,30.235932662296,35.8343945040226,28.9254602767148,28.1421393491283,23.1472211677505,25.19087662964,23.9082460970579
SVIL,14.8790361818739,16.4776110824682,14.2216703831356,15.5538657189168,16.016422862665,19.8768653765176,17.5796251888565,17.4830798308584
ISCA1,168.146777797529,108.890108304076,113.745650660649,60.8122467456016,134.213418965911,95.3832738063894,80.1300547064527,110.550521898757
STK39,238.861452342106,240.845382680596,287.906678998891,175.637868459012,285.532547152737,133.106597147739,146.538765120429,238.784707050929
DHX35,35.5211998493635,36.4262847855073,37.5775904959277,31.3226264085663,36.3050948675036,32.0205310729301,24.3685725729954,33.2693160852063
DOCK6,23.2125898929371,23.884803100193,21.4723182557147,32.9069689961817,27.0891166713483,29.7593728051552,25.6401204377904,21.3658465418123
OPN3,228.982425165942,276.988975507883,343.753126033972,181.173073849555,234.020818929331,53.1761863996832,132.25862705656,282.521222827014
FSCN3,108.242713824678,129.000342186753,124.19482549467,147.462166841998,127.162814461527,149.02293993608,131.914556219307,126.221595635586
C16orf45,588.844345732179,555.595071673458,540.696777797528,289.097542896406,671.911392545636,141.558424345867,224.851945121551,528.612440819072
MYO18A ,334.110560013903,244.419774997686,310.219787814555,293.080593140178,239.212759324615,235.967909369086,190.951685137652,263.710206695159
LEPREL4,16.7377311449033,15.5279535228802,14.7167777949645,16.2295829737178,16.914771128629,21.1214181558697,20.3992728877792,16.3874351935672
TOP2B,166.728608655433,121.483998320753,181.174056561111,91.1787184062045,122.269893405232,112.496791486039,100.921951951827,176.280438706455
DISC1 ,66.6421727500565,84.1509486047714,73.3215522901436,102.099322481279,74.9294215135661,100.261714976478,104.173999925752,73.7429975044183
PCDHGA8,15.2798724805023,13.8854450868016,13.4300759184828,15.9645863877044,16.9183879602885,15.9804138723689,15.2033870423255,14.7148527912907
RPL7,3363.54439343151,3086.49666387139,3383.69089767275,2899.2782409251,4287.42263789134,4004.08097950836,4279.72137324409,4190.25568174891
POLH,8.95020267542025,9.30475716631227,8.69881000671227,11.2474008869004,9.74975088222824,9.59783433334726,10.1878292493346,9.32748616912623
ANKRD6,24.3485873816701,26.1229920710099,28.9926565908051,21.7104388870811,18.6406707135554,14.1188806657173,23.2514831224188,27.9989478060638
RPS24,2992.15379218508,2361.42797074934,2420.12951252216,2412.30957901926,3260.46681038494,3008.38427779753,3604.15551338083,3217.5913167585
PTPRZ1,342.232157172752,287.483291852776,353.817259952409,375.508378784076,273.210568879226,718.370770842047,641.482013394409,488.028115211445
NPY2R,10.894648724552,8.64865438444457,8.6589624371731,8.473242086375,7.38534070370084,8.32350422868327,8.2652522327151,8.65415925871343
VLDLR,28.5884861184038,30.3770588926141,31.3814243435205,24.030039428738,24.5230551277816,30.0721143672798,27.6533324990818,27.5415562476934
SFTPB,23.8221565581807,31.0390653644598,26.3387285561838,29.1877309129183,34.1146897835974,32.2248626538362,35.1766397314119,26.9130797266302
CAMK2G,108.609203044923,171.548405952706,136.594429006382,100.308974255702,135.46142380617,55.4561829415917,85.0132990892281,125.237221914648
CEND1,357.457230403683,380.559619801149,361.994507645621,365.447465747949,385.996139260079,207.898647353696,251.202475138789,259.585252183988
NEU1,112.471791500445,98.9470316820495,100.338456822499,74.8028428136401,97.9982479361227,100.752779279605,79.5777338787582,95.7528625095256
EFNB1,61.752114405262,64.2036745802487,61.1058948693758,88.4078982424898,74.2954475169791,76.342224588932,69.451360355054,58.8903177178445
PLXNC1,86.9324741698965,74.6977098751406,108.289862326632,61.8674191689533,71.566752621643,65.3481412636214,60.0660851886012,100.127916357028
ERBB4,13.4419371630909,15.0250829776856,14.5068974337207,16.7079987249445,14.8660729002412,15.2768489268154,16.2785053005555,15.9805137719069
DHX34,36.3776214079379,45.4123414190616,36.5597703923266,55.2268292504755,43.1902613487919,48.806642244811,48.0626889564649,38.316415910216
TRAPPC2 ,16.282369431532,13.7965716710536,15.1802362744835,11.0823494111771,14.8918647053531,10.9029266788136,10.2996518818372,15.5899156206986
ME2,56.3338298955054,46.172547326928,55.6904397822827,41.3319582344493,40.7803958345152,47.3091581250098,40.3113259275401,55.3487005412817
TCF12,213.308197591173,78.2643426694993,127.06630061627,160.651337775394,164.606671448726,215.664818552229,229.990681035463,160.763839781073
PLA2G4C,349.774425936089,163.430360162371,189.792976216437,112.396370305219,175.683622979225,195.373831071049,118.083956929244,194.730055381843
C10orf10,44.3123424295243,55.025657154629,57.0194710369327,52.3355247434379,69.5205284638999,90.4188554231015,52.9106960016877,130.443620815519
MAN2B1,75.0771160552294,68.5481661103884,60.0444508369936,76.1018031146514,76.2097570442723,95.7164256165107,68.4272161185054,80.0763205347259
VWF,183.595672867702,202.569446434941,195.519894763677,357.961005574062,467.960023142644,446.016961067517,140.626210198324,245.968738452939
LDHC,34.4882587717219,37.0122184700252,35.1201483267976,36.56940466503,44.7131248970772,35.3201786400496,43.2996668783339,43.0800264318632
NUP160,11.1898202627369,9.76571487588286,9.62278823818014,11.1814606049019,11.1596226504564,13.4346630118289,11.1775970451292,10.8145184074272
ADAMTS6,26.9404583469014,28.2012295405491,28.6739202248425,29.4721978320874,31.2596855019402,30.9205660541713,29.2149666863047,32.891834586041
ECRP,50.5073238451019,61.7450626473881,50.1697580220513,62.2162443771588,53.8488845724547,70.0362942272622,69.8887926398391,58.5455665057426
GEM,53.7887739471885,33.560673799998,53.9573621398981,85.0137033164358,30.0584184356626,182.559277797527,141.82492471437,77.0473240914391
MTHFS ,74.8028428136402,102.055911862107,86.0497846706646,121.513554791449,96.9546157138177,122.43870633094,133.060714458143,79.6929719346245
NT5DC3,127.6189307522,142.855721416825,133.773921026223,131.859174997745,134.46002707935,104.061009357382,111.072936767985,108.134880602564
ERGIC3,285.485449445182,304.099096022345,309.022060784846,251.355510651547,260.232974272898,284.309337104903,222.268582278107,298.624202568528
ADI1,85.2832219633431,72.915900714202,86.6184125650315,94.1148344411271,120.664338711401,79.6900739732531,94.0439363387392,95.9317895905566
GGTLC2,48.9549666486442,63.3861555216262,63.4765040478905,80.6505370859824,62.4567798308824,65.4720861899527,71.4526325817359,62.2669664027614
YIPF6,236.055399643406,201.672460562734,249.506479779029,229.545823940483,346.439505353205,247.047134810333,286.208867230476,265.185082834192
TNS3,354.017397793207,299.276239919919,384.027908406028,484.38278483094,686.013930985083,416.284277797528,1059.70903531487,299.390743478675
FAM173A,71.520872241385,60.1619184797359,62.3697763770464,50.1346382764641,63.4194282621796,29.5736304142797,47.9281303913157,59.9659769491441
LOC729164,50.4509705902064,56.5522690677399,50.6527817229761,68.0041748140214,59.2505550568473,63.1551444870913,64.1058852609354,49.5124916881619
SARM1,83.9754590090842,93.4807645282357,86.8116297095209,76.1745364977995,81.253701184297,82.128064589883,81.5830694679238,79.6929719346245
MAML1,157.229932767498,147.968900939396,149.743867333395,187.400489278122,141.302263871352,196.050581197001,192.813070972043,167.24424921113
MCM4,17.3182263082419,16.0402751684803,18.064845615668,15.968256193632,14.4319291131051,16.8592859769905,13.6364197067612,15.4649525176648
HR,87.5740570351393,105.318542117923,94.9723495073943,92.8726440634893,92.2412592852709,80.3921683510923,81.1513370837957,73.910115179948
TMEM214,147.15336995021,161.46355032,166.256141724914,159.458429178745,133.198893407068,145.205513345408,139.074043054073,123.228037017475
HARS ,409.128060407657,356.374114757381,399.21510739275,223.270802600001,470.367422441452,211.25684637901,167.619728021751,351.451441978437
ARHGAP26,15.5104794242701,14.3486068772447,13.4752204632513,11.1679093386219,12.8156150176479,12.7294213583141,12.1360817523794,14.7603337832336
CLTC-IT1,9.56597086181119,9.1644763948254,9.36495036479454,11.0470367419455,10.0888456668959,10.2272403970105,11.8557878994718,9.43295899941372
KCNB1,183.971582140109,125.216950871156,189.038249852521,97.6509357695685,164.895597710354,92.8165724220127,111.317867726004,161.339980390912
RUNX1T1,41.932420974892,63.8664997560498,74.9579028587619,123.646778656588,59.0728552540157,74.0314295654183,119.262652591771,65.9997419196953
GOLGA8A,77.735112366505,67.9003510411109,120.096779930408,84.7519439912786,68.8331496153622,59.0292885422138,45.3050026506062,70.5768645221929
